from	to	value
I'm So Tired	Julia	mind
I'm So Tired	Revolution 1	mind
I'm So Tired	Run for Your Life	mind
I'm So Tired	Think for Yourself	mind
I'm So Tired	Tomorrow Never Knows	mind
I'm So Tired	What Goes On	mind
I'm So Tired	Within You Without You	mind
I'm So Tired	Yer Blues	mind
I'm So Tired	You Won't See Me	mind
Julia	Revolution 1	mind
Julia	Run for Your Life	mind
Julia	Think for Yourself	mind
Julia	Tomorrow Never Knows	mind
Julia	What Goes On	mind
Julia	Within You Without You	mind
Julia	Yer Blues	mind
Julia	You Won't See Me	mind
Revolution 1	Run for Your Life	mind
Revolution 1	Think for Yourself	mind
Revolution 1	Tomorrow Never Knows	mind
Revolution 1	What Goes On	mind
Revolution 1	Within You Without You	mind
Revolution 1	Yer Blues	mind
Revolution 1	You Won't See Me	mind
Run for Your Life	Think for Yourself	mind
Run for Your Life	Tomorrow Never Knows	mind
Run for Your Life	What Goes On	mind
Run for Your Life	Within You Without You	mind
Run for Your Life	Yer Blues	mind
Run for Your Life	You Won't See Me	mind
Think for Yourself	Tomorrow Never Knows	mind
Think for Yourself	What Goes On	mind
Think for Yourself	Within You Without You	mind
Think for Yourself	Yer Blues	mind
Think for Yourself	You Won't See Me	mind
Tomorrow Never Knows	What Goes On	mind
Tomorrow Never Knows	Within You Without You	mind
Tomorrow Never Knows	Yer Blues	mind
Tomorrow Never Knows	You Won't See Me	mind
What Goes On	Within You Without You	mind
What Goes On	Yer Blues	mind
What Goes On	You Won't See Me	mind
Within You Without You	Yer Blues	mind
Within You Without You	You Won't See Me	mind
Yer Blues	You Won't See Me	mind
Getting Better	Good Day Sunshine	mine
Getting Better	Good Night	mine
Getting Better	Her Majesty	mine
Getting Better	When I'm Sixty-Four	mine
Getting Better	With a Little Help from My Friends	mine
Good Day Sunshine	Good Night	mine
Good Day Sunshine	Her Majesty	mine
Good Day Sunshine	When I'm Sixty-Four	mine
Good Day Sunshine	With a Little Help from My Friends	mine
Good Night	Her Majesty	mine
Good Night	When I'm Sixty-Four	mine
Good Night	With a Little Help from My Friends	mine
Her Majesty	When I'm Sixty-Four	mine
Her Majesty	With a Little Help from My Friends	mine
When I'm Sixty-Four	With a Little Help from My Friends	mine
Nowhere Man	You Won't See Me	missing
Mean Mr. Mustard	Yellow Submarine	mister
Cry Baby Cry	With a Little Help from My Friends	mm
She Came in Through the Bathroom Window	You Never Give Me Your Money	monday
Doctor Robert	Revolution 1	money
Doctor Robert	She's Leaving Home	money
Doctor Robert	You Never Give Me Your Money	money
Revolution 1	She's Leaving Home	money
Revolution 1	You Never Give Me Your Money	money
She's Leaving Home	You Never Give Me Your Money	money
Come Together	Everybody's Got Something to Hide Except Me and My Monkey	monkey
Good Night	Julia	moon
Good Morning Good Morning	I'm Only Sleeping	morning
Good Morning Good Morning	Julia	morning
Good Morning Good Morning	Norwegian Wood (This Bird Has Flown)	morning
Good Morning Good Morning	She's Leaving Home	morning
Good Morning Good Morning	What Goes On	morning
Good Morning Good Morning	Yer Blues	morning
Good Morning Good Morning	You Never Give Me Your Money	morning
I'm Only Sleeping	Julia	morning
I'm Only Sleeping	Norwegian Wood (This Bird Has Flown)	morning
I'm Only Sleeping	She's Leaving Home	morning
I'm Only Sleeping	What Goes On	morning
I'm Only Sleeping	Yer Blues	morning
I'm Only Sleeping	You Never Give Me Your Money	morning
Julia	Norwegian Wood (This Bird Has Flown)	morning
Julia	She's Leaving Home	morning
Julia	What Goes On	morning
Julia	Yer Blues	morning
Julia	You Never Give Me Your Money	morning
Norwegian Wood (This Bird Has Flown)	She's Leaving Home	morning
Norwegian Wood (This Bird Has Flown)	What Goes On	morning
Norwegian Wood (This Bird Has Flown)	Yer Blues	morning
Norwegian Wood (This Bird Has Flown)	You Never Give Me Your Money	morning
She's Leaving Home	What Goes On	morning
She's Leaving Home	Yer Blues	morning
She's Leaving Home	You Never Give Me Your Money	morning
What Goes On	Yer Blues	morning
What Goes On	You Never Give Me Your Money	morning
Yer Blues	You Never Give Me Your Money	morning
Cry Baby Cry	Happiness is a Warm Gun	mother
Cry Baby Cry	Mother Nature's Son	mother
Cry Baby Cry	Yer Blues	mother
Happiness is a Warm Gun	Mother Nature's Son	mother
Happiness is a Warm Gun	Yer Blues	mother
Mother Nature's Son	Yer Blues	mother
Honey Pie	Mother Nature's Son	music
A Day in the Life	And Your Bird Can Sing	na
A Day in the Life	Back in the U.S.S.R.	na
A Day in the Life	Being for the Benefit of Mr. Kite!	na
A Day in the Life	Birthday	na
A Day in the Life	Blackbird	na
A Day in the Life	Carry That Weight	na
A Day in the Life	Dear Prudence	na
A Day in the Life	Drive My Car	na
A Day in the Life	Fixing a Hole	na
A Day in the Life	For No One	na
A Day in the Life	Good Morning Good Morning	na
A Day in the Life	Got to Get You into My Life	na
A Day in the Life	Helter Skelter	na
A Day in the Life	I Want You (She's So Heavy)	na
A Day in the Life	I'm Only Sleeping	na
A Day in the Life	In My Life	na
A Day in the Life	Love You To	na
A Day in the Life	Lovely Rita	na
A Day in the Life	Martha My Dear	na
A Day in the Life	Michelle	na
A Day in the Life	Octopus's Garden	na
A Day in the Life	Rocky Raccoon	na
A Day in the Life	Run for Your Life	na
A Day in the Life	Savoy Truffle	na
A Day in the Life	Something	na
A Day in the Life	Taxman	na
A Day in the Life	The End	na
A Day in the Life	Tomorrow Never Knows	na
A Day in the Life	Wait	na
A Day in the Life	What Goes On	na
A Day in the Life	When I'm Sixty-Four	na
A Day in the Life	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
A Day in the Life	Within You Without You	na
A Day in the Life	You Never Give Me Your Money	na
And Your Bird Can Sing	Back in the U.S.S.R.	na
And Your Bird Can Sing	Being for the Benefit of Mr. Kite!	na
And Your Bird Can Sing	Birthday	na
And Your Bird Can Sing	Blackbird	na
And Your Bird Can Sing	Carry That Weight	na
And Your Bird Can Sing	Dear Prudence	na
And Your Bird Can Sing	Drive My Car	na
And Your Bird Can Sing	Fixing a Hole	na
And Your Bird Can Sing	For No One	na
And Your Bird Can Sing	Good Morning Good Morning	na
And Your Bird Can Sing	Got to Get You into My Life	na
And Your Bird Can Sing	Helter Skelter	na
And Your Bird Can Sing	I Want You (She's So Heavy)	na
And Your Bird Can Sing	I'm Only Sleeping	na
And Your Bird Can Sing	In My Life	na
And Your Bird Can Sing	Love You To	na
And Your Bird Can Sing	Lovely Rita	na
And Your Bird Can Sing	Martha My Dear	na
And Your Bird Can Sing	Michelle	na
And Your Bird Can Sing	Octopus's Garden	na
And Your Bird Can Sing	Rocky Raccoon	na
And Your Bird Can Sing	Run for Your Life	na
And Your Bird Can Sing	Savoy Truffle	na
And Your Bird Can Sing	Something	na
And Your Bird Can Sing	Taxman	na
And Your Bird Can Sing	The End	na
And Your Bird Can Sing	Tomorrow Never Knows	na
And Your Bird Can Sing	Wait	na
And Your Bird Can Sing	What Goes On	na
And Your Bird Can Sing	When I'm Sixty-Four	na
And Your Bird Can Sing	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
And Your Bird Can Sing	Within You Without You	na
And Your Bird Can Sing	You Never Give Me Your Money	na
Back in the U.S.S.R.	Being for the Benefit of Mr. Kite!	na
Back in the U.S.S.R.	Birthday	na
Back in the U.S.S.R.	Blackbird	na
Back in the U.S.S.R.	Carry That Weight	na
Back in the U.S.S.R.	Dear Prudence	na
Back in the U.S.S.R.	Drive My Car	na
Back in the U.S.S.R.	Fixing a Hole	na
Back in the U.S.S.R.	For No One	na
Back in the U.S.S.R.	Good Morning Good Morning	na
Back in the U.S.S.R.	Got to Get You into My Life	na
Back in the U.S.S.R.	Helter Skelter	na
Back in the U.S.S.R.	I Want You (She's So Heavy)	na
Back in the U.S.S.R.	I'm Only Sleeping	na
Back in the U.S.S.R.	In My Life	na
Back in the U.S.S.R.	Love You To	na
Back in the U.S.S.R.	Lovely Rita	na
Back in the U.S.S.R.	Martha My Dear	na
Back in the U.S.S.R.	Michelle	na
Back in the U.S.S.R.	Octopus's Garden	na
Back in the U.S.S.R.	Rocky Raccoon	na
Back in the U.S.S.R.	Run for Your Life	na
Back in the U.S.S.R.	Savoy Truffle	na
Back in the U.S.S.R.	Something	na
Back in the U.S.S.R.	Taxman	na
Back in the U.S.S.R.	The End	na
Back in the U.S.S.R.	Tomorrow Never Knows	na
Back in the U.S.S.R.	Wait	na
Back in the U.S.S.R.	What Goes On	na
Back in the U.S.S.R.	When I'm Sixty-Four	na
Back in the U.S.S.R.	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Back in the U.S.S.R.	Within You Without You	na
Back in the U.S.S.R.	You Never Give Me Your Money	na
Being for the Benefit of Mr. Kite!	Birthday	na
Being for the Benefit of Mr. Kite!	Blackbird	na
Being for the Benefit of Mr. Kite!	Carry That Weight	na
Being for the Benefit of Mr. Kite!	Dear Prudence	na
Being for the Benefit of Mr. Kite!	Drive My Car	na
Being for the Benefit of Mr. Kite!	Fixing a Hole	na
Being for the Benefit of Mr. Kite!	For No One	na
Being for the Benefit of Mr. Kite!	Good Morning Good Morning	na
Being for the Benefit of Mr. Kite!	Got to Get You into My Life	na
Being for the Benefit of Mr. Kite!	Helter Skelter	na
Being for the Benefit of Mr. Kite!	I Want You (She's So Heavy)	na
Being for the Benefit of Mr. Kite!	I'm Only Sleeping	na
Being for the Benefit of Mr. Kite!	In My Life	na
Being for the Benefit of Mr. Kite!	Love You To	na
Being for the Benefit of Mr. Kite!	Lovely Rita	na
Being for the Benefit of Mr. Kite!	Martha My Dear	na
Being for the Benefit of Mr. Kite!	Michelle	na
Being for the Benefit of Mr. Kite!	Octopus's Garden	na
Being for the Benefit of Mr. Kite!	Rocky Raccoon	na
Being for the Benefit of Mr. Kite!	Run for Your Life	na
Being for the Benefit of Mr. Kite!	Savoy Truffle	na
Being for the Benefit of Mr. Kite!	Something	na
Being for the Benefit of Mr. Kite!	Taxman	na
Being for the Benefit of Mr. Kite!	The End	na
Being for the Benefit of Mr. Kite!	Tomorrow Never Knows	na
Being for the Benefit of Mr. Kite!	Wait	na
Being for the Benefit of Mr. Kite!	What Goes On	na
Being for the Benefit of Mr. Kite!	When I'm Sixty-Four	na
Being for the Benefit of Mr. Kite!	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Being for the Benefit of Mr. Kite!	Within You Without You	na
Being for the Benefit of Mr. Kite!	You Never Give Me Your Money	na
Birthday	Blackbird	na
Birthday	Carry That Weight	na
Birthday	Dear Prudence	na
Birthday	Drive My Car	na
Birthday	Fixing a Hole	na
Birthday	For No One	na
Birthday	Good Morning Good Morning	na
Birthday	Got to Get You into My Life	na
Birthday	Helter Skelter	na
Birthday	I Want You (She's So Heavy)	na
Birthday	I'm Only Sleeping	na
Birthday	In My Life	na
Birthday	Love You To	na
Birthday	Lovely Rita	na
Birthday	Martha My Dear	na
Birthday	Michelle	na
Birthday	Octopus's Garden	na
Birthday	Rocky Raccoon	na
Birthday	Run for Your Life	na
Birthday	Savoy Truffle	na
Birthday	Something	na
Birthday	Taxman	na
Birthday	The End	na
Birthday	Tomorrow Never Knows	na
Birthday	Wait	na
Birthday	What Goes On	na
Birthday	When I'm Sixty-Four	na
Birthday	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Birthday	Within You Without You	na
Birthday	You Never Give Me Your Money	na
Blackbird	Carry That Weight	na
Blackbird	Dear Prudence	na
Blackbird	Drive My Car	na
Blackbird	Fixing a Hole	na
Blackbird	For No One	na
Blackbird	Good Morning Good Morning	na
Blackbird	Got to Get You into My Life	na
Blackbird	Helter Skelter	na
Blackbird	I Want You (She's So Heavy)	na
Blackbird	I'm Only Sleeping	na
Blackbird	In My Life	na
Blackbird	Love You To	na
Blackbird	Lovely Rita	na
Blackbird	Martha My Dear	na
Blackbird	Michelle	na
Blackbird	Octopus's Garden	na
Blackbird	Rocky Raccoon	na
Blackbird	Run for Your Life	na
Blackbird	Savoy Truffle	na
Blackbird	Something	na
Blackbird	Taxman	na
Blackbird	The End	na
Blackbird	Tomorrow Never Knows	na
Blackbird	Wait	na
Blackbird	What Goes On	na
Blackbird	When I'm Sixty-Four	na
Blackbird	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Blackbird	Within You Without You	na
Blackbird	You Never Give Me Your Money	na
Carry That Weight	Dear Prudence	na
Carry That Weight	Drive My Car	na
Carry That Weight	Fixing a Hole	na
Carry That Weight	For No One	na
Carry That Weight	Good Morning Good Morning	na
Carry That Weight	Got to Get You into My Life	na
Carry That Weight	Helter Skelter	na
Carry That Weight	I Want You (She's So Heavy)	na
Carry That Weight	I'm Only Sleeping	na
Carry That Weight	In My Life	na
Carry That Weight	Love You To	na
Carry That Weight	Lovely Rita	na
Carry That Weight	Martha My Dear	na
Carry That Weight	Michelle	na
Carry That Weight	Octopus's Garden	na
Carry That Weight	Rocky Raccoon	na
Carry That Weight	Run for Your Life	na
Carry That Weight	Savoy Truffle	na
Carry That Weight	Something	na
Carry That Weight	Taxman	na
Carry That Weight	The End	na
Carry That Weight	Tomorrow Never Knows	na
Carry That Weight	Wait	na
Carry That Weight	What Goes On	na
Carry That Weight	When I'm Sixty-Four	na
Carry That Weight	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Carry That Weight	Within You Without You	na
Carry That Weight	You Never Give Me Your Money	na
Dear Prudence	Drive My Car	na
Dear Prudence	Fixing a Hole	na
Dear Prudence	For No One	na
Dear Prudence	Good Morning Good Morning	na
Dear Prudence	Got to Get You into My Life	na
Dear Prudence	Helter Skelter	na
Dear Prudence	I Want You (She's So Heavy)	na
Dear Prudence	I'm Only Sleeping	na
Dear Prudence	In My Life	na
Dear Prudence	Love You To	na
Dear Prudence	Lovely Rita	na
Dear Prudence	Martha My Dear	na
Dear Prudence	Michelle	na
Dear Prudence	Octopus's Garden	na
Dear Prudence	Rocky Raccoon	na
Dear Prudence	Run for Your Life	na
Dear Prudence	Savoy Truffle	na
Dear Prudence	Something	na
Dear Prudence	Taxman	na
Dear Prudence	The End	na
Dear Prudence	Tomorrow Never Knows	na
Dear Prudence	Wait	na
Dear Prudence	What Goes On	na
Dear Prudence	When I'm Sixty-Four	na
Dear Prudence	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Dear Prudence	Within You Without You	na
Dear Prudence	You Never Give Me Your Money	na
Drive My Car	Fixing a Hole	na
Drive My Car	For No One	na
Drive My Car	Good Morning Good Morning	na
Drive My Car	Got to Get You into My Life	na
Drive My Car	Helter Skelter	na
Drive My Car	I Want You (She's So Heavy)	na
Drive My Car	I'm Only Sleeping	na
Drive My Car	In My Life	na
Drive My Car	Love You To	na
Drive My Car	Lovely Rita	na
Drive My Car	Martha My Dear	na
Drive My Car	Michelle	na
Drive My Car	Octopus's Garden	na
Drive My Car	Rocky Raccoon	na
Drive My Car	Run for Your Life	na
Drive My Car	Savoy Truffle	na
Drive My Car	Something	na
Drive My Car	Taxman	na
Drive My Car	The End	na
Drive My Car	Tomorrow Never Knows	na
Drive My Car	Wait	na
Drive My Car	What Goes On	na
Drive My Car	When I'm Sixty-Four	na
Drive My Car	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Drive My Car	Within You Without You	na
Drive My Car	You Never Give Me Your Money	na
Fixing a Hole	For No One	na
Fixing a Hole	Good Morning Good Morning	na
Fixing a Hole	Got to Get You into My Life	na
Fixing a Hole	Helter Skelter	na
Fixing a Hole	I Want You (She's So Heavy)	na
Fixing a Hole	I'm Only Sleeping	na
Fixing a Hole	In My Life	na
Fixing a Hole	Love You To	na
Fixing a Hole	Lovely Rita	na
Fixing a Hole	Martha My Dear	na
Fixing a Hole	Michelle	na
Fixing a Hole	Octopus's Garden	na
Fixing a Hole	Rocky Raccoon	na
Fixing a Hole	Run for Your Life	na
Fixing a Hole	Savoy Truffle	na
Fixing a Hole	Something	na
Fixing a Hole	Taxman	na
Fixing a Hole	The End	na
Fixing a Hole	Tomorrow Never Knows	na
Fixing a Hole	Wait	na
Fixing a Hole	What Goes On	na
Fixing a Hole	When I'm Sixty-Four	na
Fixing a Hole	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Fixing a Hole	Within You Without You	na
Fixing a Hole	You Never Give Me Your Money	na
For No One	Good Morning Good Morning	na
For No One	Got to Get You into My Life	na
For No One	Helter Skelter	na
For No One	I Want You (She's So Heavy)	na
For No One	I'm Only Sleeping	na
For No One	In My Life	na
For No One	Love You To	na
For No One	Lovely Rita	na
For No One	Martha My Dear	na
For No One	Michelle	na
For No One	Octopus's Garden	na
For No One	Rocky Raccoon	na
For No One	Run for Your Life	na
For No One	Savoy Truffle	na
For No One	Something	na
For No One	Taxman	na
For No One	The End	na
For No One	Tomorrow Never Knows	na
For No One	Wait	na
For No One	What Goes On	na
For No One	When I'm Sixty-Four	na
For No One	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
For No One	Within You Without You	na
For No One	You Never Give Me Your Money	na
Good Morning Good Morning	Got to Get You into My Life	na
Good Morning Good Morning	Helter Skelter	na
Good Morning Good Morning	I Want You (She's So Heavy)	na
Good Morning Good Morning	I'm Only Sleeping	na
Good Morning Good Morning	In My Life	na
Good Morning Good Morning	Love You To	na
Good Morning Good Morning	Lovely Rita	na
Good Morning Good Morning	Martha My Dear	na
Good Morning Good Morning	Michelle	na
Good Morning Good Morning	Octopus's Garden	na
Good Morning Good Morning	Rocky Raccoon	na
Good Morning Good Morning	Run for Your Life	na
Good Morning Good Morning	Savoy Truffle	na
Good Morning Good Morning	Something	na
Good Morning Good Morning	Taxman	na
Good Morning Good Morning	The End	na
Good Morning Good Morning	Tomorrow Never Knows	na
Good Morning Good Morning	Wait	na
Good Morning Good Morning	What Goes On	na
Good Morning Good Morning	When I'm Sixty-Four	na
Good Morning Good Morning	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Good Morning Good Morning	Within You Without You	na
Good Morning Good Morning	You Never Give Me Your Money	na
Got to Get You into My Life	Helter Skelter	na
Got to Get You into My Life	I Want You (She's So Heavy)	na
Got to Get You into My Life	I'm Only Sleeping	na
Got to Get You into My Life	In My Life	na
Got to Get You into My Life	Love You To	na
Got to Get You into My Life	Lovely Rita	na
Got to Get You into My Life	Martha My Dear	na
Got to Get You into My Life	Michelle	na
Got to Get You into My Life	Octopus's Garden	na
Got to Get You into My Life	Rocky Raccoon	na
Got to Get You into My Life	Run for Your Life	na
Got to Get You into My Life	Savoy Truffle	na
Got to Get You into My Life	Something	na
Got to Get You into My Life	Taxman	na
Got to Get You into My Life	The End	na
Got to Get You into My Life	Tomorrow Never Knows	na
Got to Get You into My Life	Wait	na
Got to Get You into My Life	What Goes On	na
Got to Get You into My Life	When I'm Sixty-Four	na
Got to Get You into My Life	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Got to Get You into My Life	Within You Without You	na
Got to Get You into My Life	You Never Give Me Your Money	na
Helter Skelter	I Want You (She's So Heavy)	na
Helter Skelter	I'm Only Sleeping	na
Helter Skelter	In My Life	na
Helter Skelter	Love You To	na
Helter Skelter	Lovely Rita	na
Helter Skelter	Martha My Dear	na
Helter Skelter	Michelle	na
Helter Skelter	Octopus's Garden	na
Helter Skelter	Rocky Raccoon	na
Helter Skelter	Run for Your Life	na
Helter Skelter	Savoy Truffle	na
Helter Skelter	Something	na
Helter Skelter	Taxman	na
Helter Skelter	The End	na
Helter Skelter	Tomorrow Never Knows	na
Helter Skelter	Wait	na
Helter Skelter	What Goes On	na
Helter Skelter	When I'm Sixty-Four	na
Helter Skelter	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Helter Skelter	Within You Without You	na
Helter Skelter	You Never Give Me Your Money	na
I Want You (She's So Heavy)	I'm Only Sleeping	na
I Want You (She's So Heavy)	In My Life	na
I Want You (She's So Heavy)	Love You To	na
I Want You (She's So Heavy)	Lovely Rita	na
I Want You (She's So Heavy)	Martha My Dear	na
I Want You (She's So Heavy)	Michelle	na
I Want You (She's So Heavy)	Octopus's Garden	na
I Want You (She's So Heavy)	Rocky Raccoon	na
I Want You (She's So Heavy)	Run for Your Life	na
I Want You (She's So Heavy)	Savoy Truffle	na
I Want You (She's So Heavy)	Something	na
I Want You (She's So Heavy)	Taxman	na
I Want You (She's So Heavy)	The End	na
I Want You (She's So Heavy)	Tomorrow Never Knows	na
I Want You (She's So Heavy)	Wait	na
I Want You (She's So Heavy)	What Goes On	na
I Want You (She's So Heavy)	When I'm Sixty-Four	na
I Want You (She's So Heavy)	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
I Want You (She's So Heavy)	Within You Without You	na
I Want You (She's So Heavy)	You Never Give Me Your Money	na
I'm Only Sleeping	In My Life	na
I'm Only Sleeping	Love You To	na
I'm Only Sleeping	Lovely Rita	na
I'm Only Sleeping	Martha My Dear	na
I'm Only Sleeping	Michelle	na
I'm Only Sleeping	Octopus's Garden	na
I'm Only Sleeping	Rocky Raccoon	na
I'm Only Sleeping	Run for Your Life	na
I'm Only Sleeping	Savoy Truffle	na
I'm Only Sleeping	Something	na
I'm Only Sleeping	Taxman	na
I'm Only Sleeping	The End	na
I'm Only Sleeping	Tomorrow Never Knows	na
I'm Only Sleeping	Wait	na
I'm Only Sleeping	What Goes On	na
I'm Only Sleeping	When I'm Sixty-Four	na
I'm Only Sleeping	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
I'm Only Sleeping	Within You Without You	na
I'm Only Sleeping	You Never Give Me Your Money	na
In My Life	Love You To	na
In My Life	Lovely Rita	na
In My Life	Martha My Dear	na
In My Life	Michelle	na
In My Life	Octopus's Garden	na
In My Life	Rocky Raccoon	na
In My Life	Run for Your Life	na
In My Life	Savoy Truffle	na
In My Life	Something	na
In My Life	Taxman	na
In My Life	The End	na
In My Life	Tomorrow Never Knows	na
In My Life	Wait	na
In My Life	What Goes On	na
In My Life	When I'm Sixty-Four	na
In My Life	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
In My Life	Within You Without You	na
In My Life	You Never Give Me Your Money	na
Love You To	Lovely Rita	na
Love You To	Martha My Dear	na
Love You To	Michelle	na
Love You To	Octopus's Garden	na
Love You To	Rocky Raccoon	na
Love You To	Run for Your Life	na
Love You To	Savoy Truffle	na
Love You To	Something	na
Love You To	Taxman	na
Love You To	The End	na
Love You To	Tomorrow Never Knows	na
Love You To	Wait	na
Love You To	What Goes On	na
Love You To	When I'm Sixty-Four	na
Love You To	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Love You To	Within You Without You	na
Love You To	You Never Give Me Your Money	na
Lovely Rita	Martha My Dear	na
Lovely Rita	Michelle	na
Lovely Rita	Octopus's Garden	na
Lovely Rita	Rocky Raccoon	na
Lovely Rita	Run for Your Life	na
Lovely Rita	Savoy Truffle	na
Lovely Rita	Something	na
Lovely Rita	Taxman	na
Lovely Rita	The End	na
Lovely Rita	Tomorrow Never Knows	na
Lovely Rita	Wait	na
Lovely Rita	What Goes On	na
Lovely Rita	When I'm Sixty-Four	na
Lovely Rita	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Lovely Rita	Within You Without You	na
Lovely Rita	You Never Give Me Your Money	na
Martha My Dear	Michelle	na
Martha My Dear	Octopus's Garden	na
Martha My Dear	Rocky Raccoon	na
Martha My Dear	Run for Your Life	na
Martha My Dear	Savoy Truffle	na
Martha My Dear	Something	na
Martha My Dear	Taxman	na
Martha My Dear	The End	na
Martha My Dear	Tomorrow Never Knows	na
Martha My Dear	Wait	na
Martha My Dear	What Goes On	na
Martha My Dear	When I'm Sixty-Four	na
Martha My Dear	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Martha My Dear	Within You Without You	na
Martha My Dear	You Never Give Me Your Money	na
Michelle	Octopus's Garden	na
Michelle	Rocky Raccoon	na
Michelle	Run for Your Life	na
Michelle	Savoy Truffle	na
Michelle	Something	na
Michelle	Taxman	na
Michelle	The End	na
Michelle	Tomorrow Never Knows	na
Michelle	Wait	na
Michelle	What Goes On	na
Michelle	When I'm Sixty-Four	na
Michelle	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Michelle	Within You Without You	na
Michelle	You Never Give Me Your Money	na
Octopus's Garden	Rocky Raccoon	na
Octopus's Garden	Run for Your Life	na
Octopus's Garden	Savoy Truffle	na
Octopus's Garden	Something	na
Octopus's Garden	Taxman	na
Octopus's Garden	The End	na
Octopus's Garden	Tomorrow Never Knows	na
Octopus's Garden	Wait	na
Octopus's Garden	What Goes On	na
Octopus's Garden	When I'm Sixty-Four	na
Octopus's Garden	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Octopus's Garden	Within You Without You	na
Octopus's Garden	You Never Give Me Your Money	na
Rocky Raccoon	Run for Your Life	na
Rocky Raccoon	Savoy Truffle	na
Rocky Raccoon	Something	na
Rocky Raccoon	Taxman	na
Rocky Raccoon	The End	na
Rocky Raccoon	Tomorrow Never Knows	na
Rocky Raccoon	Wait	na
Rocky Raccoon	What Goes On	na
Rocky Raccoon	When I'm Sixty-Four	na
Rocky Raccoon	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Rocky Raccoon	Within You Without You	na
Rocky Raccoon	You Never Give Me Your Money	na
Run for Your Life	Savoy Truffle	na
Run for Your Life	Something	na
Run for Your Life	Taxman	na
Run for Your Life	The End	na
Run for Your Life	Tomorrow Never Knows	na
Run for Your Life	Wait	na
Run for Your Life	What Goes On	na
Run for Your Life	When I'm Sixty-Four	na
Run for Your Life	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Run for Your Life	Within You Without You	na
Run for Your Life	You Never Give Me Your Money	na
Savoy Truffle	Something	na
Savoy Truffle	Taxman	na
Savoy Truffle	The End	na
Savoy Truffle	Tomorrow Never Knows	na
Savoy Truffle	Wait	na
Savoy Truffle	What Goes On	na
Savoy Truffle	When I'm Sixty-Four	na
Savoy Truffle	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Savoy Truffle	Within You Without You	na
Savoy Truffle	You Never Give Me Your Money	na
Something	Taxman	na
Something	The End	na
Something	Tomorrow Never Knows	na
Something	Wait	na
Something	What Goes On	na
Something	When I'm Sixty-Four	na
Something	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Something	Within You Without You	na
Something	You Never Give Me Your Money	na
Taxman	The End	na
Taxman	Tomorrow Never Knows	na
Taxman	Wait	na
Taxman	What Goes On	na
Taxman	When I'm Sixty-Four	na
Taxman	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Taxman	Within You Without You	na
Taxman	You Never Give Me Your Money	na
The End	Tomorrow Never Knows	na
The End	Wait	na
The End	What Goes On	na
The End	When I'm Sixty-Four	na
The End	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
The End	Within You Without You	na
The End	You Never Give Me Your Money	na
Tomorrow Never Knows	Wait	na
Tomorrow Never Knows	What Goes On	na
Tomorrow Never Knows	When I'm Sixty-Four	na
Tomorrow Never Knows	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Tomorrow Never Knows	Within You Without You	na
Tomorrow Never Knows	You Never Give Me Your Money	na
Wait	What Goes On	na
Wait	When I'm Sixty-Four	na
Wait	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
Wait	Within You Without You	na
Wait	You Never Give Me Your Money	na
What Goes On	When I'm Sixty-Four	na
What Goes On	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
What Goes On	Within You Without You	na
What Goes On	You Never Give Me Your Money	na
When I'm Sixty-Four	While My Guitar Gently Weeps (Ft. Eric Clapton)	na
When I'm Sixty-Four	Within You Without You	na
When I'm Sixty-Four	You Never Give Me Your Money	na
While My Guitar Gently Weeps (Ft. Eric Clapton)	Within You Without You	na
While My Guitar Gently Weeps (Ft. Eric Clapton)	You Never Give Me Your Money	na
Within You Without You	You Never Give Me Your Money	na
Doctor Robert	Happiness is a Warm Gun	national
A Day in the Life	Polythene Pam	news
