from	to	value
Love on Top	Me, Myself and I	love
Love on Top	Naughty Girl	love
Love on Top	No Angel	love
Love on Top	Party (Ft. André 3000)	love
Love on Top	Pray You Catch Me	love
Love on Top	Radio	love
Love on Top	Rather Die Young	love
Love on Top	Ring the Alarm	love
Love on Top	Rocket	love
Love on Top	Run the World (Girls)	love
Love on Top	Satellites	love
Love on Top	Schoolin' Life	love
Love on Top	Signs (Ft. Missy Elliott)	love
Love on Top	Single Ladies (Put a Ring on It)	love
Love on Top	Smash Into You	love
Love on Top	Speechless	love
Love on Top	Start Over	love
Love on Top	Suga Mama	love
Love on Top	Superpower (Ft. Frank Ocean)	love
Love on Top	That's How You Like It (Ft. JAY-Z)	love
Love on Top	That's Why You're Beautiful	love
Love on Top	The Closer I Get to You (Ft. Luther Vandross)	love
Love on Top	Video Phone	love
Love on Top	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Love on Top	Why Don't You Love Me	love
Love on Top	XO	love
Love on Top	Yes	love
Me, Myself and I	Naughty Girl	love
Me, Myself and I	No Angel	love
Me, Myself and I	Party (Ft. André 3000)	love
Me, Myself and I	Pray You Catch Me	love
Me, Myself and I	Radio	love
Me, Myself and I	Rather Die Young	love
Me, Myself and I	Ring the Alarm	love
Me, Myself and I	Rocket	love
Me, Myself and I	Run the World (Girls)	love
Me, Myself and I	Satellites	love
Me, Myself and I	Schoolin' Life	love
Me, Myself and I	Signs (Ft. Missy Elliott)	love
Me, Myself and I	Single Ladies (Put a Ring on It)	love
Me, Myself and I	Smash Into You	love
Me, Myself and I	Speechless	love
Me, Myself and I	Start Over	love
Me, Myself and I	Suga Mama	love
Me, Myself and I	Superpower (Ft. Frank Ocean)	love
Me, Myself and I	That's How You Like It (Ft. JAY-Z)	love
Me, Myself and I	That's Why You're Beautiful	love
Me, Myself and I	The Closer I Get to You (Ft. Luther Vandross)	love
Me, Myself and I	Video Phone	love
Me, Myself and I	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Me, Myself and I	Why Don't You Love Me	love
Me, Myself and I	XO	love
Me, Myself and I	Yes	love
Naughty Girl	No Angel	love
Naughty Girl	Party (Ft. André 3000)	love
Naughty Girl	Pray You Catch Me	love
Naughty Girl	Radio	love
Naughty Girl	Rather Die Young	love
Naughty Girl	Ring the Alarm	love
Naughty Girl	Rocket	love
Naughty Girl	Run the World (Girls)	love
Naughty Girl	Satellites	love
Naughty Girl	Schoolin' Life	love
Naughty Girl	Signs (Ft. Missy Elliott)	love
Naughty Girl	Single Ladies (Put a Ring on It)	love
Naughty Girl	Smash Into You	love
Naughty Girl	Speechless	love
Naughty Girl	Start Over	love
Naughty Girl	Suga Mama	love
Naughty Girl	Superpower (Ft. Frank Ocean)	love
Naughty Girl	That's How You Like It (Ft. JAY-Z)	love
Naughty Girl	That's Why You're Beautiful	love
Naughty Girl	The Closer I Get to You (Ft. Luther Vandross)	love
Naughty Girl	Video Phone	love
Naughty Girl	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Naughty Girl	Why Don't You Love Me	love
Naughty Girl	XO	love
Naughty Girl	Yes	love
No Angel	Party (Ft. André 3000)	love
No Angel	Pray You Catch Me	love
No Angel	Radio	love
No Angel	Rather Die Young	love
No Angel	Ring the Alarm	love
No Angel	Rocket	love
No Angel	Run the World (Girls)	love
No Angel	Satellites	love
No Angel	Schoolin' Life	love
No Angel	Signs (Ft. Missy Elliott)	love
No Angel	Single Ladies (Put a Ring on It)	love
No Angel	Smash Into You	love
No Angel	Speechless	love
No Angel	Start Over	love
No Angel	Suga Mama	love
No Angel	Superpower (Ft. Frank Ocean)	love
No Angel	That's How You Like It (Ft. JAY-Z)	love
No Angel	That's Why You're Beautiful	love
No Angel	The Closer I Get to You (Ft. Luther Vandross)	love
No Angel	Video Phone	love
No Angel	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
No Angel	Why Don't You Love Me	love
No Angel	XO	love
No Angel	Yes	love
Party (Ft. André 3000)	Pray You Catch Me	love
Party (Ft. André 3000)	Radio	love
Party (Ft. André 3000)	Rather Die Young	love
Party (Ft. André 3000)	Ring the Alarm	love
Party (Ft. André 3000)	Rocket	love
Party (Ft. André 3000)	Run the World (Girls)	love
Party (Ft. André 3000)	Satellites	love
Party (Ft. André 3000)	Schoolin' Life	love
Party (Ft. André 3000)	Signs (Ft. Missy Elliott)	love
Party (Ft. André 3000)	Single Ladies (Put a Ring on It)	love
Party (Ft. André 3000)	Smash Into You	love
Party (Ft. André 3000)	Speechless	love
Party (Ft. André 3000)	Start Over	love
Party (Ft. André 3000)	Suga Mama	love
Party (Ft. André 3000)	Superpower (Ft. Frank Ocean)	love
Party (Ft. André 3000)	That's How You Like It (Ft. JAY-Z)	love
Party (Ft. André 3000)	That's Why You're Beautiful	love
Party (Ft. André 3000)	The Closer I Get to You (Ft. Luther Vandross)	love
Party (Ft. André 3000)	Video Phone	love
Party (Ft. André 3000)	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Party (Ft. André 3000)	Why Don't You Love Me	love
Party (Ft. André 3000)	XO	love
Party (Ft. André 3000)	Yes	love
Pray You Catch Me	Radio	love
Pray You Catch Me	Rather Die Young	love
Pray You Catch Me	Ring the Alarm	love
Pray You Catch Me	Rocket	love
Pray You Catch Me	Run the World (Girls)	love
Pray You Catch Me	Satellites	love
Pray You Catch Me	Schoolin' Life	love
Pray You Catch Me	Signs (Ft. Missy Elliott)	love
Pray You Catch Me	Single Ladies (Put a Ring on It)	love
Pray You Catch Me	Smash Into You	love
Pray You Catch Me	Speechless	love
Pray You Catch Me	Start Over	love
Pray You Catch Me	Suga Mama	love
Pray You Catch Me	Superpower (Ft. Frank Ocean)	love
Pray You Catch Me	That's How You Like It (Ft. JAY-Z)	love
Pray You Catch Me	That's Why You're Beautiful	love
Pray You Catch Me	The Closer I Get to You (Ft. Luther Vandross)	love
Pray You Catch Me	Video Phone	love
Pray You Catch Me	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Pray You Catch Me	Why Don't You Love Me	love
Pray You Catch Me	XO	love
Pray You Catch Me	Yes	love
Radio	Rather Die Young	love
Radio	Ring the Alarm	love
Radio	Rocket	love
Radio	Run the World (Girls)	love
Radio	Satellites	love
Radio	Schoolin' Life	love
Radio	Signs (Ft. Missy Elliott)	love
Radio	Single Ladies (Put a Ring on It)	love
Radio	Smash Into You	love
Radio	Speechless	love
Radio	Start Over	love
Radio	Suga Mama	love
Radio	Superpower (Ft. Frank Ocean)	love
Radio	That's How You Like It (Ft. JAY-Z)	love
Radio	That's Why You're Beautiful	love
Radio	The Closer I Get to You (Ft. Luther Vandross)	love
Radio	Video Phone	love
Radio	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Radio	Why Don't You Love Me	love
Radio	XO	love
Radio	Yes	love
Rather Die Young	Ring the Alarm	love
Rather Die Young	Rocket	love
Rather Die Young	Run the World (Girls)	love
Rather Die Young	Satellites	love
Rather Die Young	Schoolin' Life	love
Rather Die Young	Signs (Ft. Missy Elliott)	love
Rather Die Young	Single Ladies (Put a Ring on It)	love
Rather Die Young	Smash Into You	love
Rather Die Young	Speechless	love
Rather Die Young	Start Over	love
Rather Die Young	Suga Mama	love
Rather Die Young	Superpower (Ft. Frank Ocean)	love
Rather Die Young	That's How You Like It (Ft. JAY-Z)	love
Rather Die Young	That's Why You're Beautiful	love
Rather Die Young	The Closer I Get to You (Ft. Luther Vandross)	love
Rather Die Young	Video Phone	love
Rather Die Young	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Rather Die Young	Why Don't You Love Me	love
Rather Die Young	XO	love
Rather Die Young	Yes	love
Ring the Alarm	Rocket	love
Ring the Alarm	Run the World (Girls)	love
Ring the Alarm	Satellites	love
Ring the Alarm	Schoolin' Life	love
Ring the Alarm	Signs (Ft. Missy Elliott)	love
Ring the Alarm	Single Ladies (Put a Ring on It)	love
Ring the Alarm	Smash Into You	love
Ring the Alarm	Speechless	love
Ring the Alarm	Start Over	love
Ring the Alarm	Suga Mama	love
Ring the Alarm	Superpower (Ft. Frank Ocean)	love
Ring the Alarm	That's How You Like It (Ft. JAY-Z)	love
Ring the Alarm	That's Why You're Beautiful	love
Ring the Alarm	The Closer I Get to You (Ft. Luther Vandross)	love
Ring the Alarm	Video Phone	love
Ring the Alarm	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Ring the Alarm	Why Don't You Love Me	love
Ring the Alarm	XO	love
Ring the Alarm	Yes	love
Rocket	Run the World (Girls)	love
Rocket	Satellites	love
Rocket	Schoolin' Life	love
Rocket	Signs (Ft. Missy Elliott)	love
Rocket	Single Ladies (Put a Ring on It)	love
Rocket	Smash Into You	love
Rocket	Speechless	love
Rocket	Start Over	love
Rocket	Suga Mama	love
Rocket	Superpower (Ft. Frank Ocean)	love
Rocket	That's How You Like It (Ft. JAY-Z)	love
Rocket	That's Why You're Beautiful	love
Rocket	The Closer I Get to You (Ft. Luther Vandross)	love
Rocket	Video Phone	love
Rocket	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Rocket	Why Don't You Love Me	love
Rocket	XO	love
Rocket	Yes	love
Run the World (Girls)	Satellites	love
Run the World (Girls)	Schoolin' Life	love
Run the World (Girls)	Signs (Ft. Missy Elliott)	love
Run the World (Girls)	Single Ladies (Put a Ring on It)	love
Run the World (Girls)	Smash Into You	love
Run the World (Girls)	Speechless	love
Run the World (Girls)	Start Over	love
Run the World (Girls)	Suga Mama	love
Run the World (Girls)	Superpower (Ft. Frank Ocean)	love
Run the World (Girls)	That's How You Like It (Ft. JAY-Z)	love
Run the World (Girls)	That's Why You're Beautiful	love
Run the World (Girls)	The Closer I Get to You (Ft. Luther Vandross)	love
Run the World (Girls)	Video Phone	love
Run the World (Girls)	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Run the World (Girls)	Why Don't You Love Me	love
Run the World (Girls)	XO	love
Run the World (Girls)	Yes	love
Satellites	Schoolin' Life	love
Satellites	Signs (Ft. Missy Elliott)	love
Satellites	Single Ladies (Put a Ring on It)	love
Satellites	Smash Into You	love
Satellites	Speechless	love
Satellites	Start Over	love
Satellites	Suga Mama	love
Satellites	Superpower (Ft. Frank Ocean)	love
Satellites	That's How You Like It (Ft. JAY-Z)	love
Satellites	That's Why You're Beautiful	love
Satellites	The Closer I Get to You (Ft. Luther Vandross)	love
Satellites	Video Phone	love
Satellites	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Satellites	Why Don't You Love Me	love
Satellites	XO	love
Satellites	Yes	love
Schoolin' Life	Signs (Ft. Missy Elliott)	love
Schoolin' Life	Single Ladies (Put a Ring on It)	love
Schoolin' Life	Smash Into You	love
Schoolin' Life	Speechless	love
Schoolin' Life	Start Over	love
Schoolin' Life	Suga Mama	love
Schoolin' Life	Superpower (Ft. Frank Ocean)	love
Schoolin' Life	That's How You Like It (Ft. JAY-Z)	love
Schoolin' Life	That's Why You're Beautiful	love
Schoolin' Life	The Closer I Get to You (Ft. Luther Vandross)	love
Schoolin' Life	Video Phone	love
Schoolin' Life	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Schoolin' Life	Why Don't You Love Me	love
Schoolin' Life	XO	love
Schoolin' Life	Yes	love
Signs (Ft. Missy Elliott)	Single Ladies (Put a Ring on It)	love
Signs (Ft. Missy Elliott)	Smash Into You	love
Signs (Ft. Missy Elliott)	Speechless	love
Signs (Ft. Missy Elliott)	Start Over	love
Signs (Ft. Missy Elliott)	Suga Mama	love
Signs (Ft. Missy Elliott)	Superpower (Ft. Frank Ocean)	love
Signs (Ft. Missy Elliott)	That's How You Like It (Ft. JAY-Z)	love
Signs (Ft. Missy Elliott)	That's Why You're Beautiful	love
Signs (Ft. Missy Elliott)	The Closer I Get to You (Ft. Luther Vandross)	love
Signs (Ft. Missy Elliott)	Video Phone	love
Signs (Ft. Missy Elliott)	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Signs (Ft. Missy Elliott)	Why Don't You Love Me	love
Signs (Ft. Missy Elliott)	XO	love
Signs (Ft. Missy Elliott)	Yes	love
Single Ladies (Put a Ring on It)	Smash Into You	love
Single Ladies (Put a Ring on It)	Speechless	love
Single Ladies (Put a Ring on It)	Start Over	love
Single Ladies (Put a Ring on It)	Suga Mama	love
Single Ladies (Put a Ring on It)	Superpower (Ft. Frank Ocean)	love
Single Ladies (Put a Ring on It)	That's How You Like It (Ft. JAY-Z)	love
Single Ladies (Put a Ring on It)	That's Why You're Beautiful	love
Single Ladies (Put a Ring on It)	The Closer I Get to You (Ft. Luther Vandross)	love
Single Ladies (Put a Ring on It)	Video Phone	love
Single Ladies (Put a Ring on It)	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Single Ladies (Put a Ring on It)	Why Don't You Love Me	love
Single Ladies (Put a Ring on It)	XO	love
Single Ladies (Put a Ring on It)	Yes	love
Smash Into You	Speechless	love
Smash Into You	Start Over	love
Smash Into You	Suga Mama	love
Smash Into You	Superpower (Ft. Frank Ocean)	love
Smash Into You	That's How You Like It (Ft. JAY-Z)	love
Smash Into You	That's Why You're Beautiful	love
Smash Into You	The Closer I Get to You (Ft. Luther Vandross)	love
Smash Into You	Video Phone	love
Smash Into You	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Smash Into You	Why Don't You Love Me	love
Smash Into You	XO	love
Smash Into You	Yes	love
Speechless	Start Over	love
Speechless	Suga Mama	love
Speechless	Superpower (Ft. Frank Ocean)	love
Speechless	That's How You Like It (Ft. JAY-Z)	love
Speechless	That's Why You're Beautiful	love
Speechless	The Closer I Get to You (Ft. Luther Vandross)	love
Speechless	Video Phone	love
Speechless	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Speechless	Why Don't You Love Me	love
Speechless	XO	love
Speechless	Yes	love
Start Over	Suga Mama	love
Start Over	Superpower (Ft. Frank Ocean)	love
Start Over	That's How You Like It (Ft. JAY-Z)	love
Start Over	That's Why You're Beautiful	love
Start Over	The Closer I Get to You (Ft. Luther Vandross)	love
Start Over	Video Phone	love
Start Over	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Start Over	Why Don't You Love Me	love
Start Over	XO	love
Start Over	Yes	love
Suga Mama	Superpower (Ft. Frank Ocean)	love
Suga Mama	That's How You Like It (Ft. JAY-Z)	love
Suga Mama	That's Why You're Beautiful	love
Suga Mama	The Closer I Get to You (Ft. Luther Vandross)	love
Suga Mama	Video Phone	love
Suga Mama	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Suga Mama	Why Don't You Love Me	love
Suga Mama	XO	love
Suga Mama	Yes	love
Superpower (Ft. Frank Ocean)	That's How You Like It (Ft. JAY-Z)	love
Superpower (Ft. Frank Ocean)	That's Why You're Beautiful	love
Superpower (Ft. Frank Ocean)	The Closer I Get to You (Ft. Luther Vandross)	love
Superpower (Ft. Frank Ocean)	Video Phone	love
Superpower (Ft. Frank Ocean)	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Superpower (Ft. Frank Ocean)	Why Don't You Love Me	love
Superpower (Ft. Frank Ocean)	XO	love
Superpower (Ft. Frank Ocean)	Yes	love
That's How You Like It (Ft. JAY-Z)	That's Why You're Beautiful	love
That's How You Like It (Ft. JAY-Z)	The Closer I Get to You (Ft. Luther Vandross)	love
That's How You Like It (Ft. JAY-Z)	Video Phone	love
That's How You Like It (Ft. JAY-Z)	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
That's How You Like It (Ft. JAY-Z)	Why Don't You Love Me	love
That's How You Like It (Ft. JAY-Z)	XO	love
That's How You Like It (Ft. JAY-Z)	Yes	love
That's Why You're Beautiful	The Closer I Get to You (Ft. Luther Vandross)	love
That's Why You're Beautiful	Video Phone	love
That's Why You're Beautiful	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
That's Why You're Beautiful	Why Don't You Love Me	love
That's Why You're Beautiful	XO	love
That's Why You're Beautiful	Yes	love
The Closer I Get to You (Ft. Luther Vandross)	Video Phone	love
The Closer I Get to You (Ft. Luther Vandross)	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
The Closer I Get to You (Ft. Luther Vandross)	Why Don't You Love Me	love
The Closer I Get to You (Ft. Luther Vandross)	XO	love
The Closer I Get to You (Ft. Luther Vandross)	Yes	love
Video Phone	Video Phone (Extended Remix) (Ft. Lady Gaga)	love
Video Phone	Why Don't You Love Me	love
Video Phone	XO	love
Video Phone	Yes	love
Video Phone (Extended Remix) (Ft. Lady Gaga)	Why Don't You Love Me	love
Video Phone (Extended Remix) (Ft. Lady Gaga)	XO	love
Video Phone (Extended Remix) (Ft. Lady Gaga)	Yes	love
Why Don't You Love Me	XO	love
Why Don't You Love Me	Yes	love
XO	Yes	love
All Night	Crazy in Love (Ft. JAY-Z)	love's
All Night	Satellites	love's
All Night	Sweet Dreams	love's
Crazy in Love (Ft. JAY-Z)	Satellites	love's
Crazy in Love (Ft. JAY-Z)	Sweet Dreams	love's
Satellites	Sweet Dreams	love's
Best Thing I Never Had	Daddy	loved
Best Thing I Never Had	I Was Here	loved
Best Thing I Never Had	Resentment	loved
Daddy	I Was Here	loved
Daddy	Resentment	loved
I Was Here	Resentment	loved
6 Inch (Ft. The Weeknd)	Ego	loves
6 Inch (Ft. The Weeknd)	Ego (Remix) (Ft. Kanye West)	loves
6 Inch (Ft. The Weeknd)	Hold Up	loves
Ego	Ego (Remix) (Ft. Kanye West)	loves
Ego	Hold Up	loves
Ego (Remix) (Ft. Kanye West)	Hold Up	loves
'03 Bonnie & Clyde by JAY-Z (Ft. Beyoncé)	Hold Up	lovin
Blow	Daddy	loving
Blow	Dance for You	loving
Blow	Dangerously In Love 2	loving
Blow	Don't Hurt Yourself (Ft. Jack White)	loving
Blow	End of Time	loving
Blow	Love Drought	loving
Blow	Party (Ft. André 3000)	loving
Blow	Poison	loving
Blow	Resentment	loving
Blow	Rocket	loving
Blow	The Closer I Get to You (Ft. Luther Vandross)	loving
Blow	Work It Out	loving
Daddy	Dance for You	loving
Daddy	Dangerously In Love 2	loving
Daddy	Don't Hurt Yourself (Ft. Jack White)	loving
Daddy	End of Time	loving
Daddy	Love Drought	loving
Daddy	Party (Ft. André 3000)	loving
Daddy	Poison	loving
Daddy	Resentment	loving
Daddy	Rocket	loving
Daddy	The Closer I Get to You (Ft. Luther Vandross)	loving
Daddy	Work It Out	loving
Dance for You	Dangerously In Love 2	loving
Dance for You	Don't Hurt Yourself (Ft. Jack White)	loving
Dance for You	End of Time	loving
Dance for You	Love Drought	loving
Dance for You	Party (Ft. André 3000)	loving
Dance for You	Poison	loving
Dance for You	Resentment	loving
Dance for You	Rocket	loving
Dance for You	The Closer I Get to You (Ft. Luther Vandross)	loving
Dance for You	Work It Out	loving
Dangerously In Love 2	Don't Hurt Yourself (Ft. Jack White)	loving
Dangerously In Love 2	End of Time	loving
Dangerously In Love 2	Love Drought	loving
Dangerously In Love 2	Party (Ft. André 3000)	loving
Dangerously In Love 2	Poison	loving
Dangerously In Love 2	Resentment	loving
Dangerously In Love 2	Rocket	loving
Dangerously In Love 2	The Closer I Get to You (Ft. Luther Vandross)	loving
Dangerously In Love 2	Work It Out	loving
Don't Hurt Yourself (Ft. Jack White)	End of Time	loving
Don't Hurt Yourself (Ft. Jack White)	Love Drought	loving
Don't Hurt Yourself (Ft. Jack White)	Party (Ft. André 3000)	loving
Don't Hurt Yourself (Ft. Jack White)	Poison	loving
Don't Hurt Yourself (Ft. Jack White)	Resentment	loving
Don't Hurt Yourself (Ft. Jack White)	Rocket	loving
Don't Hurt Yourself (Ft. Jack White)	The Closer I Get to You (Ft. Luther Vandross)	loving
Don't Hurt Yourself (Ft. Jack White)	Work It Out	loving
End of Time	Love Drought	loving
End of Time	Party (Ft. André 3000)	loving
End of Time	Poison	loving
End of Time	Resentment	loving
End of Time	Rocket	loving
End of Time	The Closer I Get to You (Ft. Luther Vandross)	loving
End of Time	Work It Out	loving
Love Drought	Party (Ft. André 3000)	loving
Love Drought	Poison	loving
Love Drought	Resentment	loving
Love Drought	Rocket	loving
Love Drought	The Closer I Get to You (Ft. Luther Vandross)	loving
Love Drought	Work It Out	loving
Party (Ft. André 3000)	Poison	loving
Party (Ft. André 3000)	Resentment	loving
Party (Ft. André 3000)	Rocket	loving
Party (Ft. André 3000)	The Closer I Get to You (Ft. Luther Vandross)	loving
Party (Ft. André 3000)	Work It Out	loving
Poison	Resentment	loving
Poison	Rocket	loving
Poison	The Closer I Get to You (Ft. Luther Vandross)	loving
Poison	Work It Out	loving
Resentment	Rocket	loving
Resentment	The Closer I Get to You (Ft. Luther Vandross)	loving
Resentment	Work It Out	loving
Rocket	The Closer I Get to You (Ft. Luther Vandross)	loving
Rocket	Work It Out	loving
The Closer I Get to You (Ft. Luther Vandross)	Work It Out	loving
1+1	Formation	low
1+1	Hip Hop Star (Ft. Big Boi & Sleepy Brown)	low
1+1	Me, Myself and I	low
1+1	Partition	low
1+1	Radio	low
1+1	That's How You Like It (Ft. JAY-Z)	low
1+1	Video Phone	low
1+1	Video Phone (Extended Remix) (Ft. Lady Gaga)	low
Formation	Hip Hop Star (Ft. Big Boi & Sleepy Brown)	low
Formation	Me, Myself and I	low
Formation	Partition	low
Formation	Radio	low
Formation	That's How You Like It (Ft. JAY-Z)	low
Formation	Video Phone	low
Formation	Video Phone (Extended Remix) (Ft. Lady Gaga)	low
Hip Hop Star (Ft. Big Boi & Sleepy Brown)	Me, Myself and I	low
Hip Hop Star (Ft. Big Boi & Sleepy Brown)	Partition	low
Hip Hop Star (Ft. Big Boi & Sleepy Brown)	Radio	low
Hip Hop Star (Ft. Big Boi & Sleepy Brown)	That's How You Like It (Ft. JAY-Z)	low
Hip Hop Star (Ft. Big Boi & Sleepy Brown)	Video Phone	low
Hip Hop Star (Ft. Big Boi & Sleepy Brown)	Video Phone (Extended Remix) (Ft. Lady Gaga)	low
Me, Myself and I	Partition	low
Me, Myself and I	Radio	low
Me, Myself and I	That's How You Like It (Ft. JAY-Z)	low
Me, Myself and I	Video Phone	low
Me, Myself and I	Video Phone (Extended Remix) (Ft. Lady Gaga)	low
Partition	Radio	low
Partition	That's How You Like It (Ft. JAY-Z)	low
Partition	Video Phone	low
Partition	Video Phone (Extended Remix) (Ft. Lady Gaga)	low
Radio	That's How You Like It (Ft. JAY-Z)	low
Radio	Video Phone	low
Radio	Video Phone (Extended Remix) (Ft. Lady Gaga)	low
That's How You Like It (Ft. JAY-Z)	Video Phone	low
That's How You Like It (Ft. JAY-Z)	Video Phone (Extended Remix) (Ft. Lady Gaga)	low
Video Phone	Video Phone (Extended Remix) (Ft. Lady Gaga)	low
Countdown	Daddy	lucky
Countdown	Ego	lucky
Countdown	Ego (Remix) (Ft. Kanye West)	lucky
Daddy	Ego	lucky
Daddy	Ego (Remix) (Ft. Kanye West)	lucky
Ego	Ego (Remix) (Ft. Kanye West)	lucky
Don't Hurt Yourself (Ft. Jack White)	Love Drought	lying
Don't Hurt Yourself (Ft. Jack White)	No Angel	lying
Don't Hurt Yourself (Ft. Jack White)	Pretty Hurts	lying
Don't Hurt Yourself (Ft. Jack White)	Sorry	lying
Love Drought	No Angel	lying
Love Drought	Pretty Hurts	lying
Love Drought	Sorry	lying
No Angel	Pretty Hurts	lying
No Angel	Sorry	lying
Pretty Hurts	Sorry	lying
Me, Myself and I	Suga Mama	ma
'03 Bonnie & Clyde by JAY-Z (Ft. Beyoncé)	Déjà Vu (Ft. JAY-Z)	mad
'03 Bonnie & Clyde by JAY-Z (Ft. Beyoncé)	Single Ladies (Put a Ring on It)	mad
'03 Bonnie & Clyde by JAY-Z (Ft. Beyoncé)	That's How You Like It (Ft. JAY-Z)	mad
'03 Bonnie & Clyde by JAY-Z (Ft. Beyoncé)	Upgrade U (Ft. JAY-Z)	mad
Déjà Vu (Ft. JAY-Z)	Single Ladies (Put a Ring on It)	mad
Déjà Vu (Ft. JAY-Z)	That's How You Like It (Ft. JAY-Z)	mad
Déjà Vu (Ft. JAY-Z)	Upgrade U (Ft. JAY-Z)	mad
Single Ladies (Put a Ring on It)	That's How You Like It (Ft. JAY-Z)	mad
Single Ladies (Put a Ring on It)	Upgrade U (Ft. JAY-Z)	mad
That's How You Like It (Ft. JAY-Z)	Upgrade U (Ft. JAY-Z)	mad
Blow	XO	major
Be With You	Dangerously In Love 2	makes
Be With You	Party (Ft. André 3000)	makes
Be With You	Single Ladies (Put a Ring on It)	makes
Be With You	Upgrade U (Ft. JAY-Z)	makes
Dangerously In Love 2	Party (Ft. André 3000)	makes
Dangerously In Love 2	Single Ladies (Put a Ring on It)	makes
Dangerously In Love 2	Upgrade U (Ft. JAY-Z)	makes
Party (Ft. André 3000)	Single Ladies (Put a Ring on It)	makes
Party (Ft. André 3000)	Upgrade U (Ft. JAY-Z)	makes
Single Ladies (Put a Ring on It)	Upgrade U (Ft. JAY-Z)	makes
Radio	What's It Gonna Be	makin
Formation	Suga Mama	mall
***Flawless (Ft. Chimamanda Ngozi Adichie)	Daddy	mama
***Flawless (Ft. Chimamanda Ngozi Adichie)	Freedom (Ft. Kendrick Lamar)	mama
***Flawless (Ft. Chimamanda Ngozi Adichie)	Green Light	mama
***Flawless (Ft. Chimamanda Ngozi Adichie)	Pretty Hurts	mama
***Flawless (Ft. Chimamanda Ngozi Adichie)	Radio	mama
***Flawless (Ft. Chimamanda Ngozi Adichie)	Suga Mama	mama
***Flawless (Ft. Chimamanda Ngozi Adichie)	Upgrade U (Ft. JAY-Z)	mama
***Flawless (Ft. Chimamanda Ngozi Adichie)	Yes	mama
Daddy	Freedom (Ft. Kendrick Lamar)	mama
Daddy	Green Light	mama
Daddy	Pretty Hurts	mama
Daddy	Radio	mama
Daddy	Suga Mama	mama
Daddy	Upgrade U (Ft. JAY-Z)	mama
Daddy	Yes	mama
Freedom (Ft. Kendrick Lamar)	Green Light	mama
Freedom (Ft. Kendrick Lamar)	Pretty Hurts	mama
Freedom (Ft. Kendrick Lamar)	Radio	mama
Freedom (Ft. Kendrick Lamar)	Suga Mama	mama
Freedom (Ft. Kendrick Lamar)	Upgrade U (Ft. JAY-Z)	mama
Freedom (Ft. Kendrick Lamar)	Yes	mama
Green Light	Pretty Hurts	mama
Green Light	Radio	mama
Green Light	Suga Mama	mama
Green Light	Upgrade U (Ft. JAY-Z)	mama
Green Light	Yes	mama
Pretty Hurts	Radio	mama
Pretty Hurts	Suga Mama	mama
Pretty Hurts	Upgrade U (Ft. JAY-Z)	mama
Pretty Hurts	Yes	mama
Radio	Suga Mama	mama
Radio	Upgrade U (Ft. JAY-Z)	mama
Radio	Yes	mama
Suga Mama	Upgrade U (Ft. JAY-Z)	mama
Suga Mama	Yes	mama
Upgrade U (Ft. JAY-Z)	Yes	mama
Don't Hurt Yourself (Ft. Jack White)	Partition	mane
Don't Hurt Yourself (Ft. Jack White)	Mine (Ft. Drake)	married
Rather Die Young	That's How You Like It (Ft. JAY-Z)	match
Daddy	Ego	matter
Daddy	Ego (Remix) (Ft. Kanye West)	matter
Daddy	Gift from Virgo	matter
Daddy	I Miss You	matter
Daddy	Irreplaceable	matter
Daddy	Pretty Hurts	matter
Daddy	Signs (Ft. Missy Elliott)	matter
Ego	Ego (Remix) (Ft. Kanye West)	matter
Ego	Gift from Virgo	matter
Ego	I Miss You	matter
Ego	Irreplaceable	matter
Ego	Pretty Hurts	matter
Ego	Signs (Ft. Missy Elliott)	matter
Ego (Remix) (Ft. Kanye West)	Gift from Virgo	matter
Ego (Remix) (Ft. Kanye West)	I Miss You	matter
Ego (Remix) (Ft. Kanye West)	Irreplaceable	matter
Ego (Remix) (Ft. Kanye West)	Pretty Hurts	matter
Ego (Remix) (Ft. Kanye West)	Signs (Ft. Missy Elliott)	matter
Gift from Virgo	I Miss You	matter
Gift from Virgo	Irreplaceable	matter
