from	to	value
Dead on Time	White Man	na
Dead on Time	You and I	na
Dead on Time	You Take My Breath Away	na
Dead on Time	You're My Best Friend	na
Death on Two Legs (Dedicated to...)	Don't Stop Me Now	na
Death on Two Legs (Dedicated to...)	Dreamer's Ball	na
Death on Two Legs (Dedicated to...)	Flick of the Wrist	na
Death on Two Legs (Dedicated to...)	God Save the Queen	na
Death on Two Legs (Dedicated to...)	Good Old-Fashioned Lover Boy	na
Death on Two Legs (Dedicated to...)	Great King Rat	na
Death on Two Legs (Dedicated to...)	If You Can't Beat Them	na
Death on Two Legs (Dedicated to...)	Jesus	na
Death on Two Legs (Dedicated to...)	Killer Queen	na
Death on Two Legs (Dedicated to...)	Lazing on a Sunday Afternoon	na
Death on Two Legs (Dedicated to...)	Let Me Entertain You	na
Death on Two Legs (Dedicated to...)	Liar	na
Death on Two Legs (Dedicated to...)	Lily of the Valley	na
Death on Two Legs (Dedicated to...)	Love of My Life	na
Death on Two Legs (Dedicated to...)	Modern Times Rock 'N' Roll	na
Death on Two Legs (Dedicated to...)	More of That Jazz	na
Death on Two Legs (Dedicated to...)	Mustapha	na
Death on Two Legs (Dedicated to...)	Now I'm Here	na
Death on Two Legs (Dedicated to...)	Seaside Rendezvous	na
Death on Two Legs (Dedicated to...)	Seven Seas of Rhye... (Instrumental)	na
Death on Two Legs (Dedicated to...)	Somebody to Love	na
Death on Two Legs (Dedicated to...)	Stone Cold Crazy	na
Death on Two Legs (Dedicated to...)	Tenement Funster	na
Death on Two Legs (Dedicated to...)	Teo Torriatte (Let Us Cling Together)	na
Death on Two Legs (Dedicated to...)	The Millionaire Waltz	na
Death on Two Legs (Dedicated to...)	The Night Comes Down	na
Death on Two Legs (Dedicated to...)	The Prophet's Song	na
Death on Two Legs (Dedicated to...)	White Man	na
Death on Two Legs (Dedicated to...)	You and I	na
Death on Two Legs (Dedicated to...)	You Take My Breath Away	na
Death on Two Legs (Dedicated to...)	You're My Best Friend	na
Don't Stop Me Now	Dreamer's Ball	na
Don't Stop Me Now	Flick of the Wrist	na
Don't Stop Me Now	God Save the Queen	na
Don't Stop Me Now	Good Old-Fashioned Lover Boy	na
Don't Stop Me Now	Great King Rat	na
Don't Stop Me Now	If You Can't Beat Them	na
Don't Stop Me Now	Jesus	na
Don't Stop Me Now	Killer Queen	na
Don't Stop Me Now	Lazing on a Sunday Afternoon	na
Don't Stop Me Now	Let Me Entertain You	na
Don't Stop Me Now	Liar	na
Don't Stop Me Now	Lily of the Valley	na
Don't Stop Me Now	Love of My Life	na
Don't Stop Me Now	Modern Times Rock 'N' Roll	na
Don't Stop Me Now	More of That Jazz	na
Don't Stop Me Now	Mustapha	na
Don't Stop Me Now	Now I'm Here	na
Don't Stop Me Now	Seaside Rendezvous	na
Don't Stop Me Now	Seven Seas of Rhye... (Instrumental)	na
Don't Stop Me Now	Somebody to Love	na
Don't Stop Me Now	Stone Cold Crazy	na
Don't Stop Me Now	Tenement Funster	na
Don't Stop Me Now	Teo Torriatte (Let Us Cling Together)	na
Don't Stop Me Now	The Millionaire Waltz	na
Don't Stop Me Now	The Night Comes Down	na
Don't Stop Me Now	The Prophet's Song	na
Don't Stop Me Now	White Man	na
Don't Stop Me Now	You and I	na
Don't Stop Me Now	You Take My Breath Away	na
Don't Stop Me Now	You're My Best Friend	na
Dreamer's Ball	Flick of the Wrist	na
Dreamer's Ball	God Save the Queen	na
Dreamer's Ball	Good Old-Fashioned Lover Boy	na
Dreamer's Ball	Great King Rat	na
Dreamer's Ball	If You Can't Beat Them	na
Dreamer's Ball	Jesus	na
Dreamer's Ball	Killer Queen	na
Dreamer's Ball	Lazing on a Sunday Afternoon	na
Dreamer's Ball	Let Me Entertain You	na
Dreamer's Ball	Liar	na
Dreamer's Ball	Lily of the Valley	na
Dreamer's Ball	Love of My Life	na
Dreamer's Ball	Modern Times Rock 'N' Roll	na
Dreamer's Ball	More of That Jazz	na
Dreamer's Ball	Mustapha	na
Dreamer's Ball	Now I'm Here	na
Dreamer's Ball	Seaside Rendezvous	na
Dreamer's Ball	Seven Seas of Rhye... (Instrumental)	na
Dreamer's Ball	Somebody to Love	na
Dreamer's Ball	Stone Cold Crazy	na
Dreamer's Ball	Tenement Funster	na
Dreamer's Ball	Teo Torriatte (Let Us Cling Together)	na
Dreamer's Ball	The Millionaire Waltz	na
Dreamer's Ball	The Night Comes Down	na
Dreamer's Ball	The Prophet's Song	na
Dreamer's Ball	White Man	na
Dreamer's Ball	You and I	na
Dreamer's Ball	You Take My Breath Away	na
Dreamer's Ball	You're My Best Friend	na
Flick of the Wrist	God Save the Queen	na
Flick of the Wrist	Good Old-Fashioned Lover Boy	na
Flick of the Wrist	Great King Rat	na
Flick of the Wrist	If You Can't Beat Them	na
Flick of the Wrist	Jesus	na
Flick of the Wrist	Killer Queen	na
Flick of the Wrist	Lazing on a Sunday Afternoon	na
Flick of the Wrist	Let Me Entertain You	na
Flick of the Wrist	Liar	na
Flick of the Wrist	Lily of the Valley	na
Flick of the Wrist	Love of My Life	na
Flick of the Wrist	Modern Times Rock 'N' Roll	na
Flick of the Wrist	More of That Jazz	na
Flick of the Wrist	Mustapha	na
Flick of the Wrist	Now I'm Here	na
Flick of the Wrist	Seaside Rendezvous	na
Flick of the Wrist	Seven Seas of Rhye... (Instrumental)	na
Flick of the Wrist	Somebody to Love	na
Flick of the Wrist	Stone Cold Crazy	na
Flick of the Wrist	Tenement Funster	na
Flick of the Wrist	Teo Torriatte (Let Us Cling Together)	na
Flick of the Wrist	The Millionaire Waltz	na
Flick of the Wrist	The Night Comes Down	na
Flick of the Wrist	The Prophet's Song	na
Flick of the Wrist	White Man	na
Flick of the Wrist	You and I	na
Flick of the Wrist	You Take My Breath Away	na
Flick of the Wrist	You're My Best Friend	na
God Save the Queen	Good Old-Fashioned Lover Boy	na
God Save the Queen	Great King Rat	na
God Save the Queen	If You Can't Beat Them	na
God Save the Queen	Jesus	na
God Save the Queen	Killer Queen	na
God Save the Queen	Lazing on a Sunday Afternoon	na
God Save the Queen	Let Me Entertain You	na
God Save the Queen	Liar	na
God Save the Queen	Lily of the Valley	na
God Save the Queen	Love of My Life	na
God Save the Queen	Modern Times Rock 'N' Roll	na
God Save the Queen	More of That Jazz	na
God Save the Queen	Mustapha	na
God Save the Queen	Now I'm Here	na
God Save the Queen	Seaside Rendezvous	na
God Save the Queen	Seven Seas of Rhye... (Instrumental)	na
God Save the Queen	Somebody to Love	na
God Save the Queen	Stone Cold Crazy	na
God Save the Queen	Tenement Funster	na
God Save the Queen	Teo Torriatte (Let Us Cling Together)	na
God Save the Queen	The Millionaire Waltz	na
God Save the Queen	The Night Comes Down	na
God Save the Queen	The Prophet's Song	na
God Save the Queen	White Man	na
God Save the Queen	You and I	na
God Save the Queen	You Take My Breath Away	na
God Save the Queen	You're My Best Friend	na
Good Old-Fashioned Lover Boy	Great King Rat	na
Good Old-Fashioned Lover Boy	If You Can't Beat Them	na
Good Old-Fashioned Lover Boy	Jesus	na
Good Old-Fashioned Lover Boy	Killer Queen	na
Good Old-Fashioned Lover Boy	Lazing on a Sunday Afternoon	na
Good Old-Fashioned Lover Boy	Let Me Entertain You	na
Good Old-Fashioned Lover Boy	Liar	na
Good Old-Fashioned Lover Boy	Lily of the Valley	na
Good Old-Fashioned Lover Boy	Love of My Life	na
Good Old-Fashioned Lover Boy	Modern Times Rock 'N' Roll	na
Good Old-Fashioned Lover Boy	More of That Jazz	na
Good Old-Fashioned Lover Boy	Mustapha	na
Good Old-Fashioned Lover Boy	Now I'm Here	na
Good Old-Fashioned Lover Boy	Seaside Rendezvous	na
Good Old-Fashioned Lover Boy	Seven Seas of Rhye... (Instrumental)	na
Good Old-Fashioned Lover Boy	Somebody to Love	na
Good Old-Fashioned Lover Boy	Stone Cold Crazy	na
Good Old-Fashioned Lover Boy	Tenement Funster	na
Good Old-Fashioned Lover Boy	Teo Torriatte (Let Us Cling Together)	na
Good Old-Fashioned Lover Boy	The Millionaire Waltz	na
Good Old-Fashioned Lover Boy	The Night Comes Down	na
Good Old-Fashioned Lover Boy	The Prophet's Song	na
Good Old-Fashioned Lover Boy	White Man	na
Good Old-Fashioned Lover Boy	You and I	na
Good Old-Fashioned Lover Boy	You Take My Breath Away	na
Good Old-Fashioned Lover Boy	You're My Best Friend	na
Great King Rat	If You Can't Beat Them	na
Great King Rat	Jesus	na
Great King Rat	Killer Queen	na
Great King Rat	Lazing on a Sunday Afternoon	na
Great King Rat	Let Me Entertain You	na
Great King Rat	Liar	na
Great King Rat	Lily of the Valley	na
Great King Rat	Love of My Life	na
Great King Rat	Modern Times Rock 'N' Roll	na
Great King Rat	More of That Jazz	na
Great King Rat	Mustapha	na
Great King Rat	Now I'm Here	na
Great King Rat	Seaside Rendezvous	na
Great King Rat	Seven Seas of Rhye... (Instrumental)	na
Great King Rat	Somebody to Love	na
Great King Rat	Stone Cold Crazy	na
Great King Rat	Tenement Funster	na
Great King Rat	Teo Torriatte (Let Us Cling Together)	na
Great King Rat	The Millionaire Waltz	na
Great King Rat	The Night Comes Down	na
Great King Rat	The Prophet's Song	na
Great King Rat	White Man	na
Great King Rat	You and I	na
Great King Rat	You Take My Breath Away	na
Great King Rat	You're My Best Friend	na
If You Can't Beat Them	Jesus	na
If You Can't Beat Them	Killer Queen	na
If You Can't Beat Them	Lazing on a Sunday Afternoon	na
If You Can't Beat Them	Let Me Entertain You	na
If You Can't Beat Them	Liar	na
If You Can't Beat Them	Lily of the Valley	na
If You Can't Beat Them	Love of My Life	na
If You Can't Beat Them	Modern Times Rock 'N' Roll	na
If You Can't Beat Them	More of That Jazz	na
If You Can't Beat Them	Mustapha	na
If You Can't Beat Them	Now I'm Here	na
If You Can't Beat Them	Seaside Rendezvous	na
If You Can't Beat Them	Seven Seas of Rhye... (Instrumental)	na
If You Can't Beat Them	Somebody to Love	na
If You Can't Beat Them	Stone Cold Crazy	na
If You Can't Beat Them	Tenement Funster	na
If You Can't Beat Them	Teo Torriatte (Let Us Cling Together)	na
If You Can't Beat Them	The Millionaire Waltz	na
If You Can't Beat Them	The Night Comes Down	na
If You Can't Beat Them	The Prophet's Song	na
If You Can't Beat Them	White Man	na
If You Can't Beat Them	You and I	na
If You Can't Beat Them	You Take My Breath Away	na
If You Can't Beat Them	You're My Best Friend	na
Jesus	Killer Queen	na
Jesus	Lazing on a Sunday Afternoon	na
Jesus	Let Me Entertain You	na
Jesus	Liar	na
Jesus	Lily of the Valley	na
Jesus	Love of My Life	na
Jesus	Modern Times Rock 'N' Roll	na
Jesus	More of That Jazz	na
Jesus	Mustapha	na
Jesus	Now I'm Here	na
Jesus	Seaside Rendezvous	na
Jesus	Seven Seas of Rhye... (Instrumental)	na
Jesus	Somebody to Love	na
Jesus	Stone Cold Crazy	na
Jesus	Tenement Funster	na
Jesus	Teo Torriatte (Let Us Cling Together)	na
Jesus	The Millionaire Waltz	na
Jesus	The Night Comes Down	na
Jesus	The Prophet's Song	na
Jesus	White Man	na
Jesus	You and I	na
Jesus	You Take My Breath Away	na
Jesus	You're My Best Friend	na
Killer Queen	Lazing on a Sunday Afternoon	na
Killer Queen	Let Me Entertain You	na
Killer Queen	Liar	na
Killer Queen	Lily of the Valley	na
Killer Queen	Love of My Life	na
Killer Queen	Modern Times Rock 'N' Roll	na
Killer Queen	More of That Jazz	na
Killer Queen	Mustapha	na
Killer Queen	Now I'm Here	na
Killer Queen	Seaside Rendezvous	na
Killer Queen	Seven Seas of Rhye... (Instrumental)	na
Killer Queen	Somebody to Love	na
Killer Queen	Stone Cold Crazy	na
Killer Queen	Tenement Funster	na
Killer Queen	Teo Torriatte (Let Us Cling Together)	na
Killer Queen	The Millionaire Waltz	na
Killer Queen	The Night Comes Down	na
Killer Queen	The Prophet's Song	na
Killer Queen	White Man	na
Killer Queen	You and I	na
Killer Queen	You Take My Breath Away	na
Killer Queen	You're My Best Friend	na
Lazing on a Sunday Afternoon	Let Me Entertain You	na
Lazing on a Sunday Afternoon	Liar	na
Lazing on a Sunday Afternoon	Lily of the Valley	na
Lazing on a Sunday Afternoon	Love of My Life	na
Lazing on a Sunday Afternoon	Modern Times Rock 'N' Roll	na
Lazing on a Sunday Afternoon	More of That Jazz	na
Lazing on a Sunday Afternoon	Mustapha	na
Lazing on a Sunday Afternoon	Now I'm Here	na
Lazing on a Sunday Afternoon	Seaside Rendezvous	na
Lazing on a Sunday Afternoon	Seven Seas of Rhye... (Instrumental)	na
Lazing on a Sunday Afternoon	Somebody to Love	na
Lazing on a Sunday Afternoon	Stone Cold Crazy	na
Lazing on a Sunday Afternoon	Tenement Funster	na
Lazing on a Sunday Afternoon	Teo Torriatte (Let Us Cling Together)	na
Lazing on a Sunday Afternoon	The Millionaire Waltz	na
Lazing on a Sunday Afternoon	The Night Comes Down	na
Lazing on a Sunday Afternoon	The Prophet's Song	na
Lazing on a Sunday Afternoon	White Man	na
Lazing on a Sunday Afternoon	You and I	na
Lazing on a Sunday Afternoon	You Take My Breath Away	na
Lazing on a Sunday Afternoon	You're My Best Friend	na
Let Me Entertain You	Liar	na
Let Me Entertain You	Lily of the Valley	na
Let Me Entertain You	Love of My Life	na
Let Me Entertain You	Modern Times Rock 'N' Roll	na
Let Me Entertain You	More of That Jazz	na
Let Me Entertain You	Mustapha	na
Let Me Entertain You	Now I'm Here	na
Let Me Entertain You	Seaside Rendezvous	na
Let Me Entertain You	Seven Seas of Rhye... (Instrumental)	na
Let Me Entertain You	Somebody to Love	na
Let Me Entertain You	Stone Cold Crazy	na
Let Me Entertain You	Tenement Funster	na
Let Me Entertain You	Teo Torriatte (Let Us Cling Together)	na
Let Me Entertain You	The Millionaire Waltz	na
Let Me Entertain You	The Night Comes Down	na
Let Me Entertain You	The Prophet's Song	na
Let Me Entertain You	White Man	na
Let Me Entertain You	You and I	na
Let Me Entertain You	You Take My Breath Away	na
Let Me Entertain You	You're My Best Friend	na
Liar	Lily of the Valley	na
Liar	Love of My Life	na
Liar	Modern Times Rock 'N' Roll	na
Liar	More of That Jazz	na
Liar	Mustapha	na
Liar	Now I'm Here	na
Liar	Seaside Rendezvous	na
Liar	Seven Seas of Rhye... (Instrumental)	na
Liar	Somebody to Love	na
Liar	Stone Cold Crazy	na
Liar	Tenement Funster	na
Liar	Teo Torriatte (Let Us Cling Together)	na
Liar	The Millionaire Waltz	na
Liar	The Night Comes Down	na
Liar	The Prophet's Song	na
Liar	White Man	na
Liar	You and I	na
Liar	You Take My Breath Away	na
Liar	You're My Best Friend	na
Lily of the Valley	Love of My Life	na
Lily of the Valley	Modern Times Rock 'N' Roll	na
Lily of the Valley	More of That Jazz	na
Lily of the Valley	Mustapha	na
Lily of the Valley	Now I'm Here	na
Lily of the Valley	Seaside Rendezvous	na
Lily of the Valley	Seven Seas of Rhye... (Instrumental)	na
Lily of the Valley	Somebody to Love	na
Lily of the Valley	Stone Cold Crazy	na
Lily of the Valley	Tenement Funster	na
Lily of the Valley	Teo Torriatte (Let Us Cling Together)	na
Lily of the Valley	The Millionaire Waltz	na
Lily of the Valley	The Night Comes Down	na
Lily of the Valley	The Prophet's Song	na
Lily of the Valley	White Man	na
Lily of the Valley	You and I	na
Lily of the Valley	You Take My Breath Away	na
Lily of the Valley	You're My Best Friend	na
Love of My Life	Modern Times Rock 'N' Roll	na
Love of My Life	More of That Jazz	na
Love of My Life	Mustapha	na
Love of My Life	Now I'm Here	na
Love of My Life	Seaside Rendezvous	na
Love of My Life	Seven Seas of Rhye... (Instrumental)	na
Love of My Life	Somebody to Love	na
Love of My Life	Stone Cold Crazy	na
Love of My Life	Tenement Funster	na
Love of My Life	Teo Torriatte (Let Us Cling Together)	na
Love of My Life	The Millionaire Waltz	na
Love of My Life	The Night Comes Down	na
Love of My Life	The Prophet's Song	na
Love of My Life	White Man	na
Love of My Life	You and I	na
Love of My Life	You Take My Breath Away	na
Love of My Life	You're My Best Friend	na
Modern Times Rock 'N' Roll	More of That Jazz	na
Modern Times Rock 'N' Roll	Mustapha	na
Modern Times Rock 'N' Roll	Now I'm Here	na
Modern Times Rock 'N' Roll	Seaside Rendezvous	na
Modern Times Rock 'N' Roll	Seven Seas of Rhye... (Instrumental)	na
Modern Times Rock 'N' Roll	Somebody to Love	na
Modern Times Rock 'N' Roll	Stone Cold Crazy	na
Modern Times Rock 'N' Roll	Tenement Funster	na
Modern Times Rock 'N' Roll	Teo Torriatte (Let Us Cling Together)	na
Modern Times Rock 'N' Roll	The Millionaire Waltz	na
Modern Times Rock 'N' Roll	The Night Comes Down	na
Modern Times Rock 'N' Roll	The Prophet's Song	na
Modern Times Rock 'N' Roll	White Man	na
Modern Times Rock 'N' Roll	You and I	na
Modern Times Rock 'N' Roll	You Take My Breath Away	na
Modern Times Rock 'N' Roll	You're My Best Friend	na
More of That Jazz	Mustapha	na
More of That Jazz	Now I'm Here	na
More of That Jazz	Seaside Rendezvous	na
More of That Jazz	Seven Seas of Rhye... (Instrumental)	na
More of That Jazz	Somebody to Love	na
More of That Jazz	Stone Cold Crazy	na
More of That Jazz	Tenement Funster	na
More of That Jazz	Teo Torriatte (Let Us Cling Together)	na
More of That Jazz	The Millionaire Waltz	na
More of That Jazz	The Night Comes Down	na
More of That Jazz	The Prophet's Song	na
More of That Jazz	White Man	na
More of That Jazz	You and I	na
More of That Jazz	You Take My Breath Away	na
More of That Jazz	You're My Best Friend	na
Mustapha	Now I'm Here	na
Mustapha	Seaside Rendezvous	na
Mustapha	Seven Seas of Rhye... (Instrumental)	na
Mustapha	Somebody to Love	na
Mustapha	Stone Cold Crazy	na
Mustapha	Tenement Funster	na
Mustapha	Teo Torriatte (Let Us Cling Together)	na
Mustapha	The Millionaire Waltz	na
Mustapha	The Night Comes Down	na
Mustapha	The Prophet's Song	na
Mustapha	White Man	na
Mustapha	You and I	na
Mustapha	You Take My Breath Away	na
Mustapha	You're My Best Friend	na
Now I'm Here	Seaside Rendezvous	na
Now I'm Here	Seven Seas of Rhye... (Instrumental)	na
Now I'm Here	Somebody to Love	na
Now I'm Here	Stone Cold Crazy	na
Now I'm Here	Tenement Funster	na
Now I'm Here	Teo Torriatte (Let Us Cling Together)	na
Now I'm Here	The Millionaire Waltz	na
Now I'm Here	The Night Comes Down	na
Now I'm Here	The Prophet's Song	na
Now I'm Here	White Man	na
Now I'm Here	You and I	na
Now I'm Here	You Take My Breath Away	na
Now I'm Here	You're My Best Friend	na
Seaside Rendezvous	Seven Seas of Rhye... (Instrumental)	na
Seaside Rendezvous	Somebody to Love	na
Seaside Rendezvous	Stone Cold Crazy	na
Seaside Rendezvous	Tenement Funster	na
Seaside Rendezvous	Teo Torriatte (Let Us Cling Together)	na
Seaside Rendezvous	The Millionaire Waltz	na
Seaside Rendezvous	The Night Comes Down	na
Seaside Rendezvous	The Prophet's Song	na
Seaside Rendezvous	White Man	na
Seaside Rendezvous	You and I	na
Seaside Rendezvous	You Take My Breath Away	na
Seaside Rendezvous	You're My Best Friend	na
Seven Seas of Rhye... (Instrumental)	Somebody to Love	na
Seven Seas of Rhye... (Instrumental)	Stone Cold Crazy	na
Seven Seas of Rhye... (Instrumental)	Tenement Funster	na
Seven Seas of Rhye... (Instrumental)	Teo Torriatte (Let Us Cling Together)	na
Seven Seas of Rhye... (Instrumental)	The Millionaire Waltz	na
Seven Seas of Rhye... (Instrumental)	The Night Comes Down	na
Seven Seas of Rhye... (Instrumental)	The Prophet's Song	na
Seven Seas of Rhye... (Instrumental)	White Man	na
Seven Seas of Rhye... (Instrumental)	You and I	na
Seven Seas of Rhye... (Instrumental)	You Take My Breath Away	na
Seven Seas of Rhye... (Instrumental)	You're My Best Friend	na
Somebody to Love	Stone Cold Crazy	na
Somebody to Love	Tenement Funster	na
Somebody to Love	Teo Torriatte (Let Us Cling Together)	na
Somebody to Love	The Millionaire Waltz	na
Somebody to Love	The Night Comes Down	na
Somebody to Love	The Prophet's Song	na
Somebody to Love	White Man	na
Somebody to Love	You and I	na
Somebody to Love	You Take My Breath Away	na
Somebody to Love	You're My Best Friend	na
Stone Cold Crazy	Tenement Funster	na
Stone Cold Crazy	Teo Torriatte (Let Us Cling Together)	na
Stone Cold Crazy	The Millionaire Waltz	na
Stone Cold Crazy	The Night Comes Down	na
Stone Cold Crazy	The Prophet's Song	na
Stone Cold Crazy	White Man	na
Stone Cold Crazy	You and I	na
Stone Cold Crazy	You Take My Breath Away	na
Stone Cold Crazy	You're My Best Friend	na
Tenement Funster	Teo Torriatte (Let Us Cling Together)	na
Tenement Funster	The Millionaire Waltz	na
Tenement Funster	The Night Comes Down	na
Tenement Funster	The Prophet's Song	na
Tenement Funster	White Man	na
Tenement Funster	You and I	na
Tenement Funster	You Take My Breath Away	na
Tenement Funster	You're My Best Friend	na
Teo Torriatte (Let Us Cling Together)	The Millionaire Waltz	na
Teo Torriatte (Let Us Cling Together)	The Night Comes Down	na
Teo Torriatte (Let Us Cling Together)	The Prophet's Song	na
Teo Torriatte (Let Us Cling Together)	White Man	na
Teo Torriatte (Let Us Cling Together)	You and I	na
Teo Torriatte (Let Us Cling Together)	You Take My Breath Away	na
Teo Torriatte (Let Us Cling Together)	You're My Best Friend	na
The Millionaire Waltz	The Night Comes Down	na
The Millionaire Waltz	The Prophet's Song	na
The Millionaire Waltz	White Man	na
The Millionaire Waltz	You and I	na
The Millionaire Waltz	You Take My Breath Away	na
The Millionaire Waltz	You're My Best Friend	na
The Night Comes Down	The Prophet's Song	na
The Night Comes Down	White Man	na
The Night Comes Down	You and I	na
The Night Comes Down	You Take My Breath Away	na
The Night Comes Down	You're My Best Friend	na
The Prophet's Song	White Man	na
The Prophet's Song	You and I	na
The Prophet's Song	You Take My Breath Away	na
The Prophet's Song	You're My Best Friend	na
White Man	You and I	na
White Man	You Take My Breath Away	na
White Man	You're My Best Friend	na
You and I	You Take My Breath Away	na
You and I	You're My Best Friend	na
You Take My Breath Away	You're My Best Friend	na
Killer Queen	Modern Times Rock 'N' Roll	nice
'39	Death on Two Legs (Dedicated to...)	night
'39	Fun It	night
'39	Lazing on a Sunday Afternoon	night
'39	Let Me Entertain You	night
'39	Liar	night
'39	Misfire	night
'39	My Fairy King	night
'39	Now I'm Here	night
'39	Seaside Rendezvous	night
'39	Teo Torriatte (Let Us Cling Together)	night
'39	The Night Comes Down	night
'39	The Prophet's Song	night
'39	Tie Your Mother Down	night
Death on Two Legs (Dedicated to...)	Fun It	night
Death on Two Legs (Dedicated to...)	Lazing on a Sunday Afternoon	night
Death on Two Legs (Dedicated to...)	Let Me Entertain You	night
Death on Two Legs (Dedicated to...)	Liar	night
Death on Two Legs (Dedicated to...)	Misfire	night
Death on Two Legs (Dedicated to...)	My Fairy King	night
Death on Two Legs (Dedicated to...)	Now I'm Here	night
Death on Two Legs (Dedicated to...)	Seaside Rendezvous	night
Death on Two Legs (Dedicated to...)	Teo Torriatte (Let Us Cling Together)	night
Death on Two Legs (Dedicated to...)	The Night Comes Down	night
Death on Two Legs (Dedicated to...)	The Prophet's Song	night
Death on Two Legs (Dedicated to...)	Tie Your Mother Down	night
Fun It	Lazing on a Sunday Afternoon	night
Fun It	Let Me Entertain You	night
Fun It	Liar	night
Fun It	Misfire	night
Fun It	My Fairy King	night
Fun It	Now I'm Here	night
Fun It	Seaside Rendezvous	night
Fun It	Teo Torriatte (Let Us Cling Together)	night
Fun It	The Night Comes Down	night
Fun It	The Prophet's Song	night
Fun It	Tie Your Mother Down	night
Lazing on a Sunday Afternoon	Let Me Entertain You	night
Lazing on a Sunday Afternoon	Liar	night
Lazing on a Sunday Afternoon	Misfire	night
Lazing on a Sunday Afternoon	My Fairy King	night
Lazing on a Sunday Afternoon	Now I'm Here	night
Lazing on a Sunday Afternoon	Seaside Rendezvous	night
Lazing on a Sunday Afternoon	Teo Torriatte (Let Us Cling Together)	night
Lazing on a Sunday Afternoon	The Night Comes Down	night
Lazing on a Sunday Afternoon	The Prophet's Song	night
Lazing on a Sunday Afternoon	Tie Your Mother Down	night
Let Me Entertain You	Liar	night
Let Me Entertain You	Misfire	night
Let Me Entertain You	My Fairy King	night
Let Me Entertain You	Now I'm Here	night
Let Me Entertain You	Seaside Rendezvous	night
Let Me Entertain You	Teo Torriatte (Let Us Cling Together)	night
Let Me Entertain You	The Night Comes Down	night
Let Me Entertain You	The Prophet's Song	night
Let Me Entertain You	Tie Your Mother Down	night
Liar	Misfire	night
Liar	My Fairy King	night
Liar	Now I'm Here	night
Liar	Seaside Rendezvous	night
Liar	Teo Torriatte (Let Us Cling Together)	night
Liar	The Night Comes Down	night
Liar	The Prophet's Song	night
Liar	Tie Your Mother Down	night
Misfire	My Fairy King	night
Misfire	Now I'm Here	night
Misfire	Seaside Rendezvous	night
Misfire	Teo Torriatte (Let Us Cling Together)	night
Misfire	The Night Comes Down	night
Misfire	The Prophet's Song	night
Misfire	Tie Your Mother Down	night
My Fairy King	Now I'm Here	night
My Fairy King	Seaside Rendezvous	night
My Fairy King	Teo Torriatte (Let Us Cling Together)	night
My Fairy King	The Night Comes Down	night
My Fairy King	The Prophet's Song	night
My Fairy King	Tie Your Mother Down	night
Now I'm Here	Seaside Rendezvous	night
Now I'm Here	Teo Torriatte (Let Us Cling Together)	night
Now I'm Here	The Night Comes Down	night
Now I'm Here	The Prophet's Song	night
Now I'm Here	Tie Your Mother Down	night
Seaside Rendezvous	Teo Torriatte (Let Us Cling Together)	night
Seaside Rendezvous	The Night Comes Down	night
Seaside Rendezvous	The Prophet's Song	night
Seaside Rendezvous	Tie Your Mother Down	night
Teo Torriatte (Let Us Cling Together)	The Night Comes Down	night
Teo Torriatte (Let Us Cling Together)	The Prophet's Song	night
Teo Torriatte (Let Us Cling Together)	Tie Your Mother Down	night
The Night Comes Down	The Prophet's Song	night
The Night Comes Down	Tie Your Mother Down	night
The Prophet's Song	Tie Your Mother Down	night
Good Old-Fashioned Lover Boy	Teo Torriatte (Let Us Cling Together)	nights
If You Can't Beat Them	Lily of the Valley	oo
Bohemian Rhapsody	Dead on Time	ooh
Bohemian Rhapsody	Doing All Right	ooh
Bohemian Rhapsody	Don't Stop Me Now	ooh
Bohemian Rhapsody	Fat Bottomed Girls	ooh
Bohemian Rhapsody	Good Company	ooh
Bohemian Rhapsody	Good Old-Fashioned Lover Boy	ooh
Bohemian Rhapsody	I’m in Love with My Car	ooh
Bohemian Rhapsody	If You Can't Beat Them	ooh
Bohemian Rhapsody	In Only Seven Days	ooh
Bohemian Rhapsody	In the Lap of the Gods... Revisited	ooh
Bohemian Rhapsody	Keep Yourself Alive	ooh
Bohemian Rhapsody	Killer Queen	ooh
Bohemian Rhapsody	Liar	ooh
Bohemian Rhapsody	Lily of the Valley	ooh
Bohemian Rhapsody	Love of My Life	ooh
Bohemian Rhapsody	Mustapha	ooh
Bohemian Rhapsody	My Fairy King	ooh
Bohemian Rhapsody	Now I'm Here	ooh
Bohemian Rhapsody	Seaside Rendezvous	ooh
Bohemian Rhapsody	Somebody to Love	ooh
Bohemian Rhapsody	Son and Daughter	ooh
Bohemian Rhapsody	Sweet Lady	ooh
Bohemian Rhapsody	Tenement Funster	ooh
Bohemian Rhapsody	The Night Comes Down	ooh
Bohemian Rhapsody	The Prophet's Song	ooh
Bohemian Rhapsody	Tie Your Mother Down	ooh
Bohemian Rhapsody	White Man	ooh
Bohemian Rhapsody	You and I	ooh
Bohemian Rhapsody	You Take My Breath Away	ooh
Bohemian Rhapsody	You're My Best Friend	ooh
Dead on Time	Doing All Right	ooh
Dead on Time	Don't Stop Me Now	ooh
Dead on Time	Fat Bottomed Girls	ooh
Dead on Time	Good Company	ooh
Dead on Time	Good Old-Fashioned Lover Boy	ooh
Dead on Time	I’m in Love with My Car	ooh
Dead on Time	If You Can't Beat Them	ooh
Dead on Time	In Only Seven Days	ooh
