from	to	value
Daylight	King of My Heart	night
Daylight	​my tears ricochet	night
Daylight	New Year's Day	night
Daylight	Out of the Woods	night
Daylight	Paper Rings	night
Daylight	Soon You'll Get Better (Ft. The Chicks)	night
Daylight	Starlight	night
Daylight	Stay Stay Stay	night
Daylight	Tell Me Why	night
Daylight	​the 1	night
Daylight	The Archer	night
Daylight	This Love	night
Daylight	Treacherous	night
Daylight	We Are Never Ever Getting Back Together	night
Daylight	Wildest Dreams	night
Daylight	You Belong with Me	night
Daylight	You Need To Calm Down	night
Delicate	Fifteen	night
Delicate	Forever & Always	night
Delicate	​hoax	night
Delicate	I Almost Do	night
Delicate	I Forgot That You Existed	night
Delicate	I Know Places	night
Delicate	I Think He Knows	night
Delicate	King of My Heart	night
Delicate	​my tears ricochet	night
Delicate	New Year's Day	night
Delicate	Out of the Woods	night
Delicate	Paper Rings	night
Delicate	Soon You'll Get Better (Ft. The Chicks)	night
Delicate	Starlight	night
Delicate	Stay Stay Stay	night
Delicate	Tell Me Why	night
Delicate	​the 1	night
Delicate	The Archer	night
Delicate	This Love	night
Delicate	Treacherous	night
Delicate	We Are Never Ever Getting Back Together	night
Delicate	Wildest Dreams	night
Delicate	You Belong with Me	night
Delicate	You Need To Calm Down	night
Fifteen	Forever & Always	night
Fifteen	​hoax	night
Fifteen	I Almost Do	night
Fifteen	I Forgot That You Existed	night
Fifteen	I Know Places	night
Fifteen	I Think He Knows	night
Fifteen	King of My Heart	night
Fifteen	​my tears ricochet	night
Fifteen	New Year's Day	night
Fifteen	Out of the Woods	night
Fifteen	Paper Rings	night
Fifteen	Soon You'll Get Better (Ft. The Chicks)	night
Fifteen	Starlight	night
Fifteen	Stay Stay Stay	night
Fifteen	Tell Me Why	night
Fifteen	​the 1	night
Fifteen	The Archer	night
Fifteen	This Love	night
Fifteen	Treacherous	night
Fifteen	We Are Never Ever Getting Back Together	night
Fifteen	Wildest Dreams	night
Fifteen	You Belong with Me	night
Fifteen	You Need To Calm Down	night
Forever & Always	​hoax	night
Forever & Always	I Almost Do	night
Forever & Always	I Forgot That You Existed	night
Forever & Always	I Know Places	night
Forever & Always	I Think He Knows	night
Forever & Always	King of My Heart	night
Forever & Always	​my tears ricochet	night
Forever & Always	New Year's Day	night
Forever & Always	Out of the Woods	night
Forever & Always	Paper Rings	night
Forever & Always	Soon You'll Get Better (Ft. The Chicks)	night
Forever & Always	Starlight	night
Forever & Always	Stay Stay Stay	night
Forever & Always	Tell Me Why	night
Forever & Always	​the 1	night
Forever & Always	The Archer	night
Forever & Always	This Love	night
Forever & Always	Treacherous	night
Forever & Always	We Are Never Ever Getting Back Together	night
Forever & Always	Wildest Dreams	night
Forever & Always	You Belong with Me	night
Forever & Always	You Need To Calm Down	night
​hoax	I Almost Do	night
​hoax	I Forgot That You Existed	night
​hoax	I Know Places	night
​hoax	I Think He Knows	night
​hoax	King of My Heart	night
​hoax	​my tears ricochet	night
​hoax	New Year's Day	night
​hoax	Out of the Woods	night
​hoax	Paper Rings	night
​hoax	Soon You'll Get Better (Ft. The Chicks)	night
​hoax	Starlight	night
​hoax	Stay Stay Stay	night
​hoax	Tell Me Why	night
​hoax	​the 1	night
​hoax	The Archer	night
​hoax	This Love	night
​hoax	Treacherous	night
​hoax	We Are Never Ever Getting Back Together	night
​hoax	Wildest Dreams	night
​hoax	You Belong with Me	night
​hoax	You Need To Calm Down	night
I Almost Do	I Forgot That You Existed	night
I Almost Do	I Know Places	night
I Almost Do	I Think He Knows	night
I Almost Do	King of My Heart	night
I Almost Do	​my tears ricochet	night
I Almost Do	New Year's Day	night
I Almost Do	Out of the Woods	night
I Almost Do	Paper Rings	night
I Almost Do	Soon You'll Get Better (Ft. The Chicks)	night
I Almost Do	Starlight	night
I Almost Do	Stay Stay Stay	night
I Almost Do	Tell Me Why	night
I Almost Do	​the 1	night
I Almost Do	The Archer	night
I Almost Do	This Love	night
I Almost Do	Treacherous	night
I Almost Do	We Are Never Ever Getting Back Together	night
I Almost Do	Wildest Dreams	night
I Almost Do	You Belong with Me	night
I Almost Do	You Need To Calm Down	night
I Forgot That You Existed	I Know Places	night
I Forgot That You Existed	I Think He Knows	night
I Forgot That You Existed	King of My Heart	night
I Forgot That You Existed	​my tears ricochet	night
I Forgot That You Existed	New Year's Day	night
I Forgot That You Existed	Out of the Woods	night
I Forgot That You Existed	Paper Rings	night
I Forgot That You Existed	Soon You'll Get Better (Ft. The Chicks)	night
I Forgot That You Existed	Starlight	night
I Forgot That You Existed	Stay Stay Stay	night
I Forgot That You Existed	Tell Me Why	night
I Forgot That You Existed	​the 1	night
I Forgot That You Existed	The Archer	night
I Forgot That You Existed	This Love	night
I Forgot That You Existed	Treacherous	night
I Forgot That You Existed	We Are Never Ever Getting Back Together	night
I Forgot That You Existed	Wildest Dreams	night
I Forgot That You Existed	You Belong with Me	night
I Forgot That You Existed	You Need To Calm Down	night
I Know Places	I Think He Knows	night
I Know Places	King of My Heart	night
I Know Places	​my tears ricochet	night
I Know Places	New Year's Day	night
I Know Places	Out of the Woods	night
I Know Places	Paper Rings	night
I Know Places	Soon You'll Get Better (Ft. The Chicks)	night
I Know Places	Starlight	night
I Know Places	Stay Stay Stay	night
I Know Places	Tell Me Why	night
I Know Places	​the 1	night
I Know Places	The Archer	night
I Know Places	This Love	night
I Know Places	Treacherous	night
I Know Places	We Are Never Ever Getting Back Together	night
I Know Places	Wildest Dreams	night
I Know Places	You Belong with Me	night
I Know Places	You Need To Calm Down	night
I Think He Knows	King of My Heart	night
I Think He Knows	​my tears ricochet	night
I Think He Knows	New Year's Day	night
I Think He Knows	Out of the Woods	night
I Think He Knows	Paper Rings	night
I Think He Knows	Soon You'll Get Better (Ft. The Chicks)	night
I Think He Knows	Starlight	night
I Think He Knows	Stay Stay Stay	night
I Think He Knows	Tell Me Why	night
I Think He Knows	​the 1	night
I Think He Knows	The Archer	night
I Think He Knows	This Love	night
I Think He Knows	Treacherous	night
I Think He Knows	We Are Never Ever Getting Back Together	night
I Think He Knows	Wildest Dreams	night
I Think He Knows	You Belong with Me	night
I Think He Knows	You Need To Calm Down	night
King of My Heart	​my tears ricochet	night
King of My Heart	New Year's Day	night
King of My Heart	Out of the Woods	night
King of My Heart	Paper Rings	night
King of My Heart	Soon You'll Get Better (Ft. The Chicks)	night
King of My Heart	Starlight	night
King of My Heart	Stay Stay Stay	night
King of My Heart	Tell Me Why	night
King of My Heart	​the 1	night
King of My Heart	The Archer	night
King of My Heart	This Love	night
King of My Heart	Treacherous	night
King of My Heart	We Are Never Ever Getting Back Together	night
King of My Heart	Wildest Dreams	night
King of My Heart	You Belong with Me	night
King of My Heart	You Need To Calm Down	night
​my tears ricochet	New Year's Day	night
​my tears ricochet	Out of the Woods	night
​my tears ricochet	Paper Rings	night
​my tears ricochet	Soon You'll Get Better (Ft. The Chicks)	night
​my tears ricochet	Starlight	night
​my tears ricochet	Stay Stay Stay	night
​my tears ricochet	Tell Me Why	night
​my tears ricochet	​the 1	night
​my tears ricochet	The Archer	night
​my tears ricochet	This Love	night
​my tears ricochet	Treacherous	night
​my tears ricochet	We Are Never Ever Getting Back Together	night
​my tears ricochet	Wildest Dreams	night
​my tears ricochet	You Belong with Me	night
​my tears ricochet	You Need To Calm Down	night
New Year's Day	Out of the Woods	night
New Year's Day	Paper Rings	night
New Year's Day	Soon You'll Get Better (Ft. The Chicks)	night
New Year's Day	Starlight	night
New Year's Day	Stay Stay Stay	night
New Year's Day	Tell Me Why	night
New Year's Day	​the 1	night
New Year's Day	The Archer	night
New Year's Day	This Love	night
New Year's Day	Treacherous	night
New Year's Day	We Are Never Ever Getting Back Together	night
New Year's Day	Wildest Dreams	night
New Year's Day	You Belong with Me	night
New Year's Day	You Need To Calm Down	night
Out of the Woods	Paper Rings	night
Out of the Woods	Soon You'll Get Better (Ft. The Chicks)	night
Out of the Woods	Starlight	night
Out of the Woods	Stay Stay Stay	night
Out of the Woods	Tell Me Why	night
Out of the Woods	​the 1	night
Out of the Woods	The Archer	night
Out of the Woods	This Love	night
Out of the Woods	Treacherous	night
Out of the Woods	We Are Never Ever Getting Back Together	night
Out of the Woods	Wildest Dreams	night
Out of the Woods	You Belong with Me	night
Out of the Woods	You Need To Calm Down	night
Paper Rings	Soon You'll Get Better (Ft. The Chicks)	night
Paper Rings	Starlight	night
Paper Rings	Stay Stay Stay	night
Paper Rings	Tell Me Why	night
Paper Rings	​the 1	night
Paper Rings	The Archer	night
Paper Rings	This Love	night
Paper Rings	Treacherous	night
Paper Rings	We Are Never Ever Getting Back Together	night
Paper Rings	Wildest Dreams	night
Paper Rings	You Belong with Me	night
Paper Rings	You Need To Calm Down	night
Soon You'll Get Better (Ft. The Chicks)	Starlight	night
Soon You'll Get Better (Ft. The Chicks)	Stay Stay Stay	night
Soon You'll Get Better (Ft. The Chicks)	Tell Me Why	night
Soon You'll Get Better (Ft. The Chicks)	​the 1	night
Soon You'll Get Better (Ft. The Chicks)	The Archer	night
Soon You'll Get Better (Ft. The Chicks)	This Love	night
Soon You'll Get Better (Ft. The Chicks)	Treacherous	night
Soon You'll Get Better (Ft. The Chicks)	We Are Never Ever Getting Back Together	night
Soon You'll Get Better (Ft. The Chicks)	Wildest Dreams	night
Soon You'll Get Better (Ft. The Chicks)	You Belong with Me	night
Soon You'll Get Better (Ft. The Chicks)	You Need To Calm Down	night
Starlight	Stay Stay Stay	night
Starlight	Tell Me Why	night
Starlight	​the 1	night
Starlight	The Archer	night
Starlight	This Love	night
Starlight	Treacherous	night
Starlight	We Are Never Ever Getting Back Together	night
Starlight	Wildest Dreams	night
Starlight	You Belong with Me	night
Starlight	You Need To Calm Down	night
Stay Stay Stay	Tell Me Why	night
Stay Stay Stay	​the 1	night
Stay Stay Stay	The Archer	night
Stay Stay Stay	This Love	night
Stay Stay Stay	Treacherous	night
Stay Stay Stay	We Are Never Ever Getting Back Together	night
Stay Stay Stay	Wildest Dreams	night
Stay Stay Stay	You Belong with Me	night
Stay Stay Stay	You Need To Calm Down	night
Tell Me Why	​the 1	night
Tell Me Why	The Archer	night
Tell Me Why	This Love	night
Tell Me Why	Treacherous	night
Tell Me Why	We Are Never Ever Getting Back Together	night
Tell Me Why	Wildest Dreams	night
Tell Me Why	You Belong with Me	night
Tell Me Why	You Need To Calm Down	night
​the 1	The Archer	night
​the 1	This Love	night
​the 1	Treacherous	night
​the 1	We Are Never Ever Getting Back Together	night
​the 1	Wildest Dreams	night
​the 1	You Belong with Me	night
​the 1	You Need To Calm Down	night
The Archer	This Love	night
The Archer	Treacherous	night
The Archer	We Are Never Ever Getting Back Together	night
The Archer	Wildest Dreams	night
The Archer	You Belong with Me	night
The Archer	You Need To Calm Down	night
This Love	Treacherous	night
This Love	We Are Never Ever Getting Back Together	night
This Love	Wildest Dreams	night
This Love	You Belong with Me	night
This Love	You Need To Calm Down	night
Treacherous	We Are Never Ever Getting Back Together	night
Treacherous	Wildest Dreams	night
Treacherous	You Belong with Me	night
Treacherous	You Need To Calm Down	night
We Are Never Ever Getting Back Together	Wildest Dreams	night
We Are Never Ever Getting Back Together	You Belong with Me	night
We Are Never Ever Getting Back Together	You Need To Calm Down	night
Wildest Dreams	You Belong with Me	night
Wildest Dreams	You Need To Calm Down	night
You Belong with Me	You Need To Calm Down	night
22	All Too Well	nights
22	​betty	nights
22	King of My Heart	nights
22	London Boy	nights
All Too Well	​betty	nights
All Too Well	King of My Heart	nights
All Too Well	London Boy	nights
​betty	King of My Heart	nights
​betty	London Boy	nights
King of My Heart	London Boy	nights
Call It What You Want	ME! (Ft. Brendon Urie)	nobody's
Call It What You Want	Miss Americana & The Heartbreak Prince	nobody's
ME! (Ft. Brendon Urie)	Miss Americana & The Heartbreak Prince	nobody's
Holy Ground	It’s Nice to Have a Friend	note
Holy Ground	Sad Beautiful Tragic	note
It’s Nice to Have a Friend	Sad Beautiful Tragic	note
False God	Gorgeous	ocean
False God	​peace	ocean
False God	Starlight	ocean
Gorgeous	​peace	ocean
Gorgeous	Starlight	ocean
​peace	Starlight	ocean
Death by a Thousand Cuts	Girl at Home	one's
22	Afterglow	ooh
22	All You Had to Do Was Stay	ooh
22	Cruel Summer	ooh
22	Dancing with Our Hands Tied	ooh
22	End Game (Ft. Ed Sheeran & Future)	ooh
22	​exile (Ft. Bon Iver)	ooh
22	How You Get the Girl	ooh
22	I Knew You Were Trouble.	ooh
22	​invisible string	ooh
22	It’s Nice to Have a Friend	ooh
22	King of My Heart	ooh
22	London Boy	ooh
22	Look What You Made Me Do	ooh
22	ME! (Ft. Brendon Urie)	ooh
22	Out of the Woods	ooh
22	Soon You'll Get Better (Ft. The Chicks)	ooh
22	Starlight	ooh
22	​the 1	ooh
22	We Are Never Ever Getting Back Together	ooh
Afterglow	All You Had to Do Was Stay	ooh
Afterglow	Cruel Summer	ooh
Afterglow	Dancing with Our Hands Tied	ooh
Afterglow	End Game (Ft. Ed Sheeran & Future)	ooh
Afterglow	​exile (Ft. Bon Iver)	ooh
Afterglow	How You Get the Girl	ooh
Afterglow	I Knew You Were Trouble.	ooh
Afterglow	​invisible string	ooh
Afterglow	It’s Nice to Have a Friend	ooh
Afterglow	King of My Heart	ooh
Afterglow	London Boy	ooh
Afterglow	Look What You Made Me Do	ooh
Afterglow	ME! (Ft. Brendon Urie)	ooh
Afterglow	Out of the Woods	ooh
Afterglow	Soon You'll Get Better (Ft. The Chicks)	ooh
Afterglow	Starlight	ooh
Afterglow	​the 1	ooh
Afterglow	We Are Never Ever Getting Back Together	ooh
All You Had to Do Was Stay	Cruel Summer	ooh
All You Had to Do Was Stay	Dancing with Our Hands Tied	ooh
All You Had to Do Was Stay	End Game (Ft. Ed Sheeran & Future)	ooh
All You Had to Do Was Stay	​exile (Ft. Bon Iver)	ooh
All You Had to Do Was Stay	How You Get the Girl	ooh
All You Had to Do Was Stay	I Knew You Were Trouble.	ooh
All You Had to Do Was Stay	​invisible string	ooh
All You Had to Do Was Stay	It’s Nice to Have a Friend	ooh
All You Had to Do Was Stay	King of My Heart	ooh
All You Had to Do Was Stay	London Boy	ooh
All You Had to Do Was Stay	Look What You Made Me Do	ooh
All You Had to Do Was Stay	ME! (Ft. Brendon Urie)	ooh
All You Had to Do Was Stay	Out of the Woods	ooh
All You Had to Do Was Stay	Soon You'll Get Better (Ft. The Chicks)	ooh
All You Had to Do Was Stay	Starlight	ooh
All You Had to Do Was Stay	​the 1	ooh
All You Had to Do Was Stay	We Are Never Ever Getting Back Together	ooh
Cruel Summer	Dancing with Our Hands Tied	ooh
Cruel Summer	End Game (Ft. Ed Sheeran & Future)	ooh
Cruel Summer	​exile (Ft. Bon Iver)	ooh
Cruel Summer	How You Get the Girl	ooh
Cruel Summer	I Knew You Were Trouble.	ooh
Cruel Summer	​invisible string	ooh
Cruel Summer	It’s Nice to Have a Friend	ooh
Cruel Summer	King of My Heart	ooh
Cruel Summer	London Boy	ooh
Cruel Summer	Look What You Made Me Do	ooh
Cruel Summer	ME! (Ft. Brendon Urie)	ooh
Cruel Summer	Out of the Woods	ooh
Cruel Summer	Soon You'll Get Better (Ft. The Chicks)	ooh
Cruel Summer	Starlight	ooh
Cruel Summer	​the 1	ooh
Cruel Summer	We Are Never Ever Getting Back Together	ooh
Dancing with Our Hands Tied	End Game (Ft. Ed Sheeran & Future)	ooh
Dancing with Our Hands Tied	​exile (Ft. Bon Iver)	ooh
Dancing with Our Hands Tied	How You Get the Girl	ooh
Dancing with Our Hands Tied	I Knew You Were Trouble.	ooh
Dancing with Our Hands Tied	​invisible string	ooh
Dancing with Our Hands Tied	It’s Nice to Have a Friend	ooh
Dancing with Our Hands Tied	King of My Heart	ooh
Dancing with Our Hands Tied	London Boy	ooh
Dancing with Our Hands Tied	Look What You Made Me Do	ooh
Dancing with Our Hands Tied	ME! (Ft. Brendon Urie)	ooh
Dancing with Our Hands Tied	Out of the Woods	ooh
Dancing with Our Hands Tied	Soon You'll Get Better (Ft. The Chicks)	ooh
Dancing with Our Hands Tied	Starlight	ooh
Dancing with Our Hands Tied	​the 1	ooh
Dancing with Our Hands Tied	We Are Never Ever Getting Back Together	ooh
End Game (Ft. Ed Sheeran & Future)	​exile (Ft. Bon Iver)	ooh
End Game (Ft. Ed Sheeran & Future)	How You Get the Girl	ooh
End Game (Ft. Ed Sheeran & Future)	I Knew You Were Trouble.	ooh
End Game (Ft. Ed Sheeran & Future)	​invisible string	ooh
End Game (Ft. Ed Sheeran & Future)	It’s Nice to Have a Friend	ooh
End Game (Ft. Ed Sheeran & Future)	King of My Heart	ooh
End Game (Ft. Ed Sheeran & Future)	London Boy	ooh
End Game (Ft. Ed Sheeran & Future)	Look What You Made Me Do	ooh
End Game (Ft. Ed Sheeran & Future)	ME! (Ft. Brendon Urie)	ooh
End Game (Ft. Ed Sheeran & Future)	Out of the Woods	ooh
End Game (Ft. Ed Sheeran & Future)	Soon You'll Get Better (Ft. The Chicks)	ooh
End Game (Ft. Ed Sheeran & Future)	Starlight	ooh
End Game (Ft. Ed Sheeran & Future)	​the 1	ooh
End Game (Ft. Ed Sheeran & Future)	We Are Never Ever Getting Back Together	ooh
​exile (Ft. Bon Iver)	How You Get the Girl	ooh
​exile (Ft. Bon Iver)	I Knew You Were Trouble.	ooh
​exile (Ft. Bon Iver)	​invisible string	ooh
​exile (Ft. Bon Iver)	It’s Nice to Have a Friend	ooh
​exile (Ft. Bon Iver)	King of My Heart	ooh
​exile (Ft. Bon Iver)	London Boy	ooh
​exile (Ft. Bon Iver)	Look What You Made Me Do	ooh
​exile (Ft. Bon Iver)	ME! (Ft. Brendon Urie)	ooh
​exile (Ft. Bon Iver)	Out of the Woods	ooh
​exile (Ft. Bon Iver)	Soon You'll Get Better (Ft. The Chicks)	ooh
​exile (Ft. Bon Iver)	Starlight	ooh
​exile (Ft. Bon Iver)	​the 1	ooh
​exile (Ft. Bon Iver)	We Are Never Ever Getting Back Together	ooh
How You Get the Girl	I Knew You Were Trouble.	ooh
How You Get the Girl	​invisible string	ooh
How You Get the Girl	It’s Nice to Have a Friend	ooh
How You Get the Girl	King of My Heart	ooh
How You Get the Girl	London Boy	ooh
How You Get the Girl	Look What You Made Me Do	ooh
How You Get the Girl	ME! (Ft. Brendon Urie)	ooh
How You Get the Girl	Out of the Woods	ooh
How You Get the Girl	Soon You'll Get Better (Ft. The Chicks)	ooh
How You Get the Girl	Starlight	ooh
How You Get the Girl	​the 1	ooh
How You Get the Girl	We Are Never Ever Getting Back Together	ooh
I Knew You Were Trouble.	​invisible string	ooh
I Knew You Were Trouble.	It’s Nice to Have a Friend	ooh
I Knew You Were Trouble.	King of My Heart	ooh
I Knew You Were Trouble.	London Boy	ooh
I Knew You Were Trouble.	Look What You Made Me Do	ooh
I Knew You Were Trouble.	ME! (Ft. Brendon Urie)	ooh
I Knew You Were Trouble.	Out of the Woods	ooh
I Knew You Were Trouble.	Soon You'll Get Better (Ft. The Chicks)	ooh
I Knew You Were Trouble.	Starlight	ooh
I Knew You Were Trouble.	​the 1	ooh
I Knew You Were Trouble.	We Are Never Ever Getting Back Together	ooh
​invisible string	It’s Nice to Have a Friend	ooh
​invisible string	King of My Heart	ooh
​invisible string	London Boy	ooh
​invisible string	Look What You Made Me Do	ooh
​invisible string	ME! (Ft. Brendon Urie)	ooh
​invisible string	Out of the Woods	ooh
​invisible string	Soon You'll Get Better (Ft. The Chicks)	ooh
​invisible string	Starlight	ooh
​invisible string	​the 1	ooh
​invisible string	We Are Never Ever Getting Back Together	ooh
It’s Nice to Have a Friend	King of My Heart	ooh
It’s Nice to Have a Friend	London Boy	ooh
It’s Nice to Have a Friend	Look What You Made Me Do	ooh
It’s Nice to Have a Friend	ME! (Ft. Brendon Urie)	ooh
It’s Nice to Have a Friend	Out of the Woods	ooh
It’s Nice to Have a Friend	Soon You'll Get Better (Ft. The Chicks)	ooh
It’s Nice to Have a Friend	Starlight	ooh
It’s Nice to Have a Friend	​the 1	ooh
It’s Nice to Have a Friend	We Are Never Ever Getting Back Together	ooh
King of My Heart	London Boy	ooh
King of My Heart	Look What You Made Me Do	ooh
King of My Heart	ME! (Ft. Brendon Urie)	ooh
King of My Heart	Out of the Woods	ooh
King of My Heart	Soon You'll Get Better (Ft. The Chicks)	ooh
King of My Heart	Starlight	ooh
King of My Heart	​the 1	ooh
King of My Heart	We Are Never Ever Getting Back Together	ooh
London Boy	Look What You Made Me Do	ooh
London Boy	ME! (Ft. Brendon Urie)	ooh
London Boy	Out of the Woods	ooh
London Boy	Soon You'll Get Better (Ft. The Chicks)	ooh
London Boy	Starlight	ooh
London Boy	​the 1	ooh
London Boy	We Are Never Ever Getting Back Together	ooh
Look What You Made Me Do	ME! (Ft. Brendon Urie)	ooh
Look What You Made Me Do	Out of the Woods	ooh
Look What You Made Me Do	Soon You'll Get Better (Ft. The Chicks)	ooh
Look What You Made Me Do	Starlight	ooh
Look What You Made Me Do	​the 1	ooh
Look What You Made Me Do	We Are Never Ever Getting Back Together	ooh
ME! (Ft. Brendon Urie)	Out of the Woods	ooh
ME! (Ft. Brendon Urie)	Soon You'll Get Better (Ft. The Chicks)	ooh
ME! (Ft. Brendon Urie)	Starlight	ooh
ME! (Ft. Brendon Urie)	​the 1	ooh
ME! (Ft. Brendon Urie)	We Are Never Ever Getting Back Together	ooh
Out of the Woods	Soon You'll Get Better (Ft. The Chicks)	ooh
Out of the Woods	Starlight	ooh
Out of the Woods	​the 1	ooh
Out of the Woods	We Are Never Ever Getting Back Together	ooh
Soon You'll Get Better (Ft. The Chicks)	Starlight	ooh
Soon You'll Get Better (Ft. The Chicks)	​the 1	ooh
Soon You'll Get Better (Ft. The Chicks)	We Are Never Ever Getting Back Together	ooh
Starlight	​the 1	ooh
Starlight	We Are Never Ever Getting Back Together	ooh
​the 1	We Are Never Ever Getting Back Together	ooh
Call It What You Want	The Lucky One	overnight
​exile (Ft. Bon Iver)	​seven	pack
​exile (Ft. Bon Iver)	​the last great american dynasty	pack
​seven	​the last great american dynasty	pack
Cornelia Street	Holy Ground	page
Cornelia Street	New Year's Day	page
Cornelia Street	The Lucky One	page
Holy Ground	New Year's Day	page
Holy Ground	The Lucky One	page
New Year's Day	The Lucky One	page
Blank Space	​my tears ricochet	pain
Blank Space	State of Grace	pain
​my tears ricochet	State of Grace	pain
I Did Something Bad	Miss Americana & The Heartbreak Prince	paint
I Did Something Bad	​peace	paint
I Did Something Bad	Soon You'll Get Better (Ft. The Chicks)	paint
I Did Something Bad	The Best Day	paint
I Did Something Bad	The Man	paint
Miss Americana & The Heartbreak Prince	​peace	paint
Miss Americana & The Heartbreak Prince	Soon You'll Get Better (Ft. The Chicks)	paint
Miss Americana & The Heartbreak Prince	The Best Day	paint
Miss Americana & The Heartbreak Prince	The Man	paint
​peace	Soon You'll Get Better (Ft. The Chicks)	paint
​peace	The Best Day	paint
​peace	The Man	paint
Soon You'll Get Better (Ft. The Chicks)	The Best Day	paint
Soon You'll Get Better (Ft. The Chicks)	The Man	paint
The Best Day	The Man	paint
Dancing with Our Hands Tied	Everything Has Changed (Ft. Ed Sheeran)	painted
Dancing with Our Hands Tied	Paper Rings	painted
Dancing with Our Hands Tied	​the 1	painted
Everything Has Changed (Ft. Ed Sheeran)	Paper Rings	painted
Everything Has Changed (Ft. Ed Sheeran)	​the 1	painted
Paper Rings	​the 1	painted
All Too Well	Death by a Thousand Cuts	paper
All Too Well	Out of the Woods	paper
All Too Well	Paper Rings	paper
Death by a Thousand Cuts	Out of the Woods	paper
Death by a Thousand Cuts	Paper Rings	paper
Out of the Woods	Paper Rings	paper
This is Why We Can’t Have Nice Things	You Need To Calm Down	parade
Don't Blame Me	Style	paradise
​invisible string	You Belong with Me	park
Fearless	​illicit affairs	parking
​the last great american dynasty	This is Why We Can’t Have Nice Things	parties
​betty	Love Story	party
​betty	New Year's Day	party
​betty	Starlight	party
​betty	The Moment I Knew	party
​betty	​this is me trying	party
Love Story	New Year's Day	party
Love Story	Starlight	party
Love Story	The Moment I Knew	party
Love Story	​this is me trying	party
New Year's Day	Starlight	party
New Year's Day	The Moment I Knew	party
New Year's Day	​this is me trying	party
Starlight	The Moment I Knew	party
Starlight	​this is me trying	party
The Moment I Knew	​this is me trying	party
I Know Places	I Wish You Would	pass
I Know Places	It’s Nice to Have a Friend	pass
I Know Places	The Moment I Knew	pass
I Wish You Would	It’s Nice to Have a Friend	pass
I Wish You Would	The Moment I Knew	pass
It’s Nice to Have a Friend	The Moment I Knew	pass
​betty	End Game (Ft. Ed Sheeran & Future)	passed
​betty	​seven	passed
End Game (Ft. Ed Sheeran & Future)	​seven	passed
All Too Well	Bad Blood	past
All Too Well	Begin Again	past
All Too Well	I Wish You Would	past
All Too Well	​invisible string	past
All Too Well	The Best Day	past
All Too Well	The Last Time (Ft. Gary Lightbody)	past
Bad Blood	Begin Again	past
Bad Blood	I Wish You Would	past
Bad Blood	​invisible string	past
Bad Blood	The Best Day	past
Bad Blood	The Last Time (Ft. Gary Lightbody)	past
Begin Again	I Wish You Would	past
Begin Again	​invisible string	past
Begin Again	The Best Day	past
Begin Again	The Last Time (Ft. Gary Lightbody)	past
I Wish You Would	​invisible string	past
I Wish You Would	The Best Day	past
I Wish You Would	The Last Time (Ft. Gary Lightbody)	past
​invisible string	The Best Day	past
​invisible string	The Last Time (Ft. Gary Lightbody)	past
The Best Day	The Last Time (Ft. Gary Lightbody)	past
​betty	False God	patch
​betty	The Best Day	patch
False God	The Best Day	patch
​peace	We Are Never Ever Getting Back Together	peace
​peace	You Need To Calm Down	peace
We Are Never Ever Getting Back Together	You Need To Calm Down	peace
All You Had to Do Was Stay	Breathe (Ft. Colbie Caillat)	people
All You Had to Do Was Stay	Dancing with Our Hands Tied	people
All You Had to Do Was Stay	Hey Stephen	people
All You Had to Do Was Stay	​mad woman	people
All You Had to Do Was Stay	​peace	people
All You Had to Do Was Stay	Shake It Off	people
All You Had to Do Was Stay	Soon You'll Get Better (Ft. The Chicks)	people
All You Had to Do Was Stay	The Moment I Knew	people
All You Had to Do Was Stay	You Need To Calm Down	people
Breathe (Ft. Colbie Caillat)	Dancing with Our Hands Tied	people
Breathe (Ft. Colbie Caillat)	Hey Stephen	people
Breathe (Ft. Colbie Caillat)	​mad woman	people
Breathe (Ft. Colbie Caillat)	​peace	people
Breathe (Ft. Colbie Caillat)	Shake It Off	people
Breathe (Ft. Colbie Caillat)	Soon You'll Get Better (Ft. The Chicks)	people
Breathe (Ft. Colbie Caillat)	The Moment I Knew	people
Breathe (Ft. Colbie Caillat)	You Need To Calm Down	people
Dancing with Our Hands Tied	Hey Stephen	people
Dancing with Our Hands Tied	​mad woman	people
Dancing with Our Hands Tied	​peace	people
Dancing with Our Hands Tied	Shake It Off	people
Dancing with Our Hands Tied	Soon You'll Get Better (Ft. The Chicks)	people
Dancing with Our Hands Tied	The Moment I Knew	people
Dancing with Our Hands Tied	You Need To Calm Down	people
Hey Stephen	​mad woman	people
Hey Stephen	​peace	people
Hey Stephen	Shake It Off	people
Hey Stephen	Soon You'll Get Better (Ft. The Chicks)	people
Hey Stephen	The Moment I Knew	people
Hey Stephen	You Need To Calm Down	people
​mad woman	​peace	people
​mad woman	Shake It Off	people
​mad woman	Soon You'll Get Better (Ft. The Chicks)	people
​mad woman	The Moment I Knew	people
​mad woman	You Need To Calm Down	people
​peace	Shake It Off	people
​peace	Soon You'll Get Better (Ft. The Chicks)	people
​peace	The Moment I Knew	people
​peace	You Need To Calm Down	people
Shake It Off	Soon You'll Get Better (Ft. The Chicks)	people
Shake It Off	The Moment I Knew	people
Shake It Off	You Need To Calm Down	people
Soon You'll Get Better (Ft. The Chicks)	The Moment I Knew	people
Soon You'll Get Better (Ft. The Chicks)	You Need To Calm Down	people
